user_id	text	label	text_qwenid
2846	去学校盖章，阳光会不会让人浑身无力？	5	28660
2846	盖章那天，阳光会不会让人很不适？	5	28664
2846	到学校盖章，太阳会不会让人眼睛睁不开？	5	28666
2846	学校盖章，会不会因为太热而不舒服？	5	28669
2846	学校盖章，天气会不会让人晕倒？	5	28672
2846	去学校盖章，会不会因为阳光太强而难受？	5	28673
2846	学校盖章，太阳会不会让人觉得疲惫？	5	28675
2846	到学校盖章，阳光会不会让人头疼？	5	28676
2846	盖章那天，会不会太阳太烈了？	5	28677
2846	学校盖章，会不会被晒得有点晕？	5	28678
2846	去学校盖章，会不会太阳太猛？	5	28683
2846	到学校盖章，太阳会不会让人头昏脑胀？	5	28686
2846	盖章那天，阳光会不会让人不舒服？	5	28687
2846	学校盖章，会不会被晒得很辛苦？	5	28688
2846	去学校盖章，太阳会不会让人很困？	5	28689
2846	盖章时，阳光会不会让人觉得烦躁？	5	28691
2846	这绝对是悲剧！！！！！	3	41
593	呸，真是让人反感。	4	29232
593	真是的，能不能离我远一点？	4	29235
593	好厉害！	6	45
593	亲热中，小明突然停下了动作。	0	46
593	傻瓜，你真是福气满满却不知珍惜啊！	2	29637
593	哎呀，你这个傻瓜，福气就在眼前，却不知道感恩！	2	29642
1328	看你这副模样，关键时刻竟然还在沉迷于低俗娱乐。	4	30443
1328	真是失望，这么紧张的决赛，你竟然还能分心去看那些无聊的东西。	4	30445
1328	真没想到，你在决赛关键时刻竟然会做出这样让人恶心的事情。	4	30447
593	你听说过吗？香蕉和苹果这类水果有通便的功能，要不然试试看？	4	30592
593	哎呀，香蕉和苹果这些水果可是有助于排便的，你吃了吗？	4	30594
593	记得我上次跟你提过香蕉和苹果等水果可以缓解便秘，你现在试试看吧。	4	30595
593	你这个人真是的，搞得哪里都是，看着就烦。	4	30912
593	你看，这地方都被你搞得脏兮兮的，真是让人恶心。	4	30914
1328	真是没想到，你们竟然能把孩子教育得如此优秀！	6	31071
1328	好奇怪啊，你们是怎么让孩子变得这么优秀的？	6	31072
1328	听说你们教育孩子很有一套，真是太厉害了！	6	31067
593	做坏事木有小jj.	4	57
2846	每年都有你！	1	58
2846	苦逼的六块肌肉酸痛，下个楼都要一瘸一拐。	3	59
1117	现在一般的工薪阶层手里一本都有一两套房子。	0	62
1117	我不舒服，感觉整个脑袋都沉甸甸的。	2	32621
1117	我今天状态不佳，头晕眼花。	2	32622
593	我总是藏在内心深处，不愿让别人看到我的脆弱。	3	32806
593	我只有一根烟了，却还要撑过这漫漫长夜；	3	68
2846	姐姐曾经给侄女起名	4	33492
2846	姐姐给外甥女起名	4	33501
2846	当姐姐提出给侄女取名	4	33503
2846	姐姐当年想给外甥女取名	4	33494
2846	，我提醒她这名字不好，她会怨你的，太繁琐了！	4	33495
2846	姐姐给侄女起名	4	33496
2503	你能不能有点记性看…	2	74
2503	又是这种情况！	2	34141
2503	又来了！	2	34142
2503	怎么又这样！	2	34143
2503	怎么会这样！	2	34282
2503	这是什么情况！	2	34284
2503	怎么回事啊？	2	34285
2503	怎么会出这种事儿！	2	34286
2503	我不舒服，有点想吐。	4	34361
2503	今天早上吃的早餐让我觉得很不舒服。	4	34362
2503	我突然觉得胃里翻江倒海，很难受。	4	34364
2503	边走湿透的裤子里面 水直往鞋子里流！	2	80
2503	踩在水坑里，裤子鞋子都湿透了，难受死了！	2	34572
2503	雨天出门，不小心踩到水洼，结果裤子鞋子里都进了水！	2	34573
2503	在外面走路，裤子鞋子都湿透了，真是倒霉！	2	34575
2503	我发现购物成瘾真的不好，以后要控制一下自己的购买欲。	4	34684
2503	这样的阴雨天气真是让人心情压抑，什么时候才能结束呢？	4	34687
1117	一个人走在漆黑的大雪的回家的路上。	3	83
2503	六天前倾盆大雨送我出，今天回又是雨天！	3	87
2503	11栋的人能不能不要在炒菜时发出那么大的声音？	2	15747
2503	这都什么时候了还炒来炒去……	4	89
2503	感觉太棒了！	1	16016
2503	(住嘴)一点都不累！	2	91
2503	久违的灿烂阳光啊！！	1	93
2503	手机里所有保存的信息都丢失了！	3	95
2503	还是莫名其妙的消失！	2	96
2503	居然就这么突然消失了！	2	16607
2503	真是不知所措的消失事件！	2	16610
2503	那么多数据，说没就没了，真是让人想不通啊！	2	16717
2503	阴雨天摘水果的糟糕经历…	4	17425
2503	糟糕天气下的果园冒险…	4	17427
2503	真相是我内心深感焦虑。	5	17773
2503	我不敢大意，因为心里紧张得很。	5	17784
2503	我的心扑通扑通地跳，真的很紧张。	5	17795
2503	真的，我心里慌得厉害。	5	17819
2503	我的心绪不宁，忐忑不安。	5	17754
2503	这次我真的很怕会出丑。	5	17759
2503	面对这种局面，我心情紧张极了。	5	17760
2503	我不敢掉以轻心，担忧每一个细节。	5	17771
2503	每当想到关键时刻，我的心就紧张起来。	5	17772
2503	这件事让我如履薄冰，紧张得很。	5	17774
2503	我的心神不宁，总是担心这担心那。	5	17775
2503	面对如此严峻的挑战，我怎能不紧张？	5	17776
2503	我的心慌得无法平静，总是胡思乱想。	5	17778
2503	这件事让我如临深渊，紧张得要命。	5	17779
2503	面对未知的挑战，我顾虑重重。	5	17788
2503	我不敢贸然行动，担忧一切未知的事物。	5	17790
2503	每当夜深人静时，我总是为未来担忧。	5	17793
2503	这件事让我忧心忡忡，无法释怀。	5	17801
2503	这件事让我如临深渊，紧张得要命。	5	17812
2503	我不确定自己能否胜任这份工作，真的很紧张。	5	17813
2503	我的心就像一片落叶，随风	5	17816
2503	曾经年少暗恋的对象要结婚了，刚刚夜宵散场！	3	107
2503	剪个头发也要排队……	4	109
2503	国际会展中心啊等着我啊哥要亲临啦！	1	112
2503	刚咬上一口早餐饼就听到这经典地对话：	0	113
2503	冠希哥要来星城…	1	114
2503	官大一级压死人啊起床吧！	2	117
451	有些事情，别人谈论起来总是那么随意。	4	19259
451	关乎别人之事，言谈间总是显得如此不在意。	4	19260
451	一旦和自己挂钩，就立马是另一番见解。	4	122
451	一旦涉及个人，观念就会焕然一新。	4	19350
451	谁知道我们这些可爱不再的女子是经历了怎样的成长？！	3	124
451	213哎呀！	2	20598
451	213怎么会这样！	2	20600
451	213太过分了！	2	20601
451	213真是让人恼火！	2	20602
451	213搞什么飞机！	2	20603
451	你还是原来的你，而我已不再是我...	3	133
451	你还是那个你，而我却不再是过去的我...	3	20859
451	起来晚了有木有！	3	134
451	坑爹的，就是红豆奶茶啊，妹的~~~	2	136
451	说好的惊喜呢？居然只是红豆奶茶，太让人失望了！	2	21293
451	没想到竟然是红豆奶茶，真是让人上火！	2	21294
451	唉，原来是红豆奶茶啊，真是让人哭笑不得。	2	21295
451	却终究失望…………	3	137
451	光棍节将到，有情人没情人，有牵挂就好；	0	138
35	一个朋友过生日，问我送她什么礼物。	0	141
35	竟然您是陈鲁豫，真让人惊讶！	6	22676
35	“老板，鉴于我们大部分员工过于贪婪，不适合公司的发展，我建议公司可以裁员90%以上！	4	149
35	总监，我发现大部分员工的贪婪行为已经影响了公司的发展，我认为有必要大幅度减少员工数量！	4	22868
35	总经理，我注意到员工们对财富的渴求已经对公司造成了负面影响，建议裁减90%以上的员工！	4	22869
35	管理层，我觉得员工们对金钱的贪婪已经到了无法忽视的地步，我们必须裁员以保护公司利益！	4	22871
35	竟然会这样？	6	22965
35	怎么会这样呢？	6	22967
35	没想到会发展到这一步。	6	22969
35	竟然达到了这种程度。	6	22962
35	” “别说了露丝，能让我也到木板上吗…	0	152
35	他穿越到了一年前，板凳上的亚洲人让他眼前一亮，“年轻人，你想去曼联踢球吗？	1	155
35	这个新产品的设计太独特了，真是让人眼前一亮！	6	23819
35	第一次来北京，吴老二问他哥：	0	161
35	真是令人惊叹的触摸屏尺寸啊！	6	24813
35	太惊讶了，触摸屏竟然可以做到这么大！	6	24817
35	我从没想过触摸屏可以有这么大的尺寸！	6	24810
35	你看谁像你啊？	2	170
35	我们不等了，通知下面，启动预案。	0	171
35	有传言说张衡的地动仪是近代才造出来的，我觉得这事儿的可信度不在于这东西选入了教材，而在于有寓意。	0	182
35	竟然能看到中央五台直播皇马对巴萨的比赛！	6	26886
35	真是惊喜，中央五台正在播放皇马与巴萨的赛事！	6	26887
35	令人惊讶的是，中央五台正在播放皇马与巴萨的赛事！	6	26889
35	竟然如此？	6	26902
35	我不敢相信！	6	26905
35	真的假的？	6	26906
35	怎么会这样？	6	26907
35	太意外了！	6	26908
35	出乎意料啊！	6	26901
1098	我不喜欢这里，感觉很低俗。	4	26982
1098	氛围真是糟糕透了，让人恶心。	4	26984
1098	哎，这群人真是让人受不了。	4	26985
1673	原来我在这方面这么有天赋啊。	6	27056
1673	没想到我竟然这么擅长这个。	6	27059
1673	原来我在这方面的潜力如此巨大。	6	27061
1673	原来我也可以做到这个程度。	6	27057
1121	不照了就走~!	2	210
1121	不想拍就滚蛋！	2	27261
2158	一个人的时候，总是感觉少了些什么。。。。	3	27292
1121	生活变得单调乏味，令人恐惧。	5	27316
1121	我心中的阴影越来越浓重，对未来感到担忧。	5	27327
1121	生活变得愈发严峻，让人心生恐惧。	5	27370
1121	这段时间我心情低落，总担心会出现什么问题。	5	27295
1121	内心充满恐惧，无法安宁。	5	27299
1121	生活变得毫无生机，让人感到恐惧。	5	27303
1121	心情沮丧，对未来没有信心。	5	27304
1121	生活陷入困境，让人担忧不已。	5	27307
1121	日子过得毫无生气，让人担忧。	5	27311
1121	生活失去乐趣，担忧占据心头。	5	27319
1121	恐惧支配着心灵，无法摆脱。	5	27321
1121	生活失去活力，让人恐惧。	5	27324
1121	心情沮丧，对未来没有信心。	5	27325
1121	日子过得毫无生气，让人担忧。	5	27332
1121	心情压抑，对未来感到不安。	5	27333
1121	心中的阴影越来越重，让人害怕。	5	27336
1121	生活变得愈发艰难，心情低落。	5	27337
1121	生活失去活力，让人恐惧。	5	27345
1121	心情阴暗，对生活失去热情。	5	27350
1121	内心充满恐惧，无法释怀。	5	27351
1121	心情越来越沉重，对未来担忧。	5	27362
1121	恐惧支配着心灵，无法摆脱。	5	27363
1121	这段时间内心充满忧虑，无法释怀。	5	27365
1193	雨天发动机坏，晴天变速箱坏，阴天爆胎…	2	216
1193	行驶在路上，总是遇到各种意想不到的困扰…	2	27390
1357	仔细想想，人其实挺可怜，莫名奇妙的来，忙忙碌碌几十年，然后又莫名奇妙的走了。	3	219
1193	总结一下，真实的表现自己会让别人感到厌恶，听得多了好听的话，真诚待人就变得让人讨厌。	4	27403
1193	萃取精华，真实面目示人让人恶心，听得多了虚伪的言语，诚实变得让人讨厌。	4	27405
1193	综合来看，以真实面目待人会让人心生厌恶，习惯了好话连篇，真诚待人都变得让人讨厌。	4	27406
1193	提炼精华，真实的表现自己让人反感，习惯了阿谀奉承，朴实无华变得让人厌恶。	4	27407
1357	跑得这么急，哪里还有时间去购物啊！	2	27408
1357	速度如此之快，哪有时间闲逛呢！	2	27411
2355	我真的很反感这种行为，案子破了后，一大堆人过来询问情况，甚至想为我求情。我在找线索的时候，你们都在干什么？真是让人恶心死了。	4	27437
2355	通通滚，赶紧滚，打的滚！	2	225
2355	我警告你，马上消失在我的视线内！	2	27442
2355	你们这几个家伙，给我滚得远远的！	2	27443
2355	别再这儿烦我了，立刻消失！	2	27444
2464	我这个人实在太滑稽，嘴上说要“停博”，行动起来却愈发活跃。	4	27451
2464	我这个人真是让人恶心，一提“停博”这件事，评论反而更加起劲。	4	27454
2464	我实在是太可笑了，嘴上说着要“停博”，实际行为却越来越过分。	4	27455
1193	也想犹豫跟彷徨时 会有人坚定的告诉我 不要多想 跟着我就好了...	3	229
1193	好舍不得哦……	3	234
1193	真不想分开啊...	3	27497
2355	偶得若干包新鲜采下的、无任何加工工序、需要冰冻保存的凤凰单枞。	0	239
1357	空气质量愈发糟糕，出门似乎置身于大的毒气罐里。	4	240
1357	雾霾指数爆表，户外行走如同身处密闭空间。	4	27522
1357	作家出来当评委，主持人出来拍电影，演员纷纷把书写，歌手争着把戏演，和尚天天搞签售。	4	243
1357	这个时代让人感到绝望啊！	4	27582
1193	 不尽人情 不食人间烟火 过于理想 ……	4	245
1898	不要留下阿姨和小7！！	3	246
2464	可是，所谓的阳光的味道不过是生物课上某些虫类的分类被烧焦的味道。	4	249
2464	你知道吗，那种所谓的阳光香气实际上不过是昆虫学课堂上某些虫子被烤焦的气味。	4	27601
2464	人们常说的阳光味道，实际上就是生物课上某些虫类被烧焦的气息。	4	27602
2464	你可能会觉得阳光的香气让人愉悦，但那其实不过是某些虫子在火上烤时的味道。	4	27603
2464	别再说什么阳光的香气了，那不过是课堂上虫子被烧焦的气味罢了。	4	27604
2464	那些所谓阳光的香气，本质上不过是某些虫子在高温下烧焦的气味。	4	27607
1898	无规划，没理想……	3	250
2464	夏天来了，去年蝉蜕下的壳还会在吗。	4	251
2464	夏天又到了，去年的虫卵孵化了吗？	4	27655
2464	炎炎夏日，去年的蚊子幼虫长大了吗？	4	27656
2464	夏天来临，去年的死老鼠还被掩埋在那里吗？	4	27659
657	气温变幻，有点小感冒，拿出白加黑，吃了两粒白片；	0	253
1357	Jack的肚子怎么那么突兀。	4	27690
1357	为什么Jack的肚子会那么大呢？	4	27695
1357	你最近的体型有点走样，要注意一下哦！	4	27703
1357	我觉得你应该适当控制一下食量。	4	27704
1357	或许你应该思考一下如何保持健康的生活方式。	4	27707
1357	既然没有末日，那就得努力活的精彩，活的潇洒，活的泰然。	3	259
1357	全能神。。。	4	261
1357	诡异的邪教领袖。。。	4	27744
1357	冬阴功汤，蜜汁排骨，红咖喱鸡，香叶炒河粉。	0	262
2464	旅行对我来说是一种奢望。	3	263
2464	是剪一个尼姑头，让世俗的眼光无法左右自己，还是和一个混蛋共度一生，让自己在肮脏的生活中沉沦，又或是让我搭乘一架危险的飞机，在爆炸声中挑战上天。	2	27778
2464	于是我得把这些文字或者记忆腾空出来才有可能让大脑正常运作…	0	265
1520	我已来南京三个多月，无锡的客户还是只认我，不只一个找我要报名的了。	1	267
307	“反正不用你洗！	4	276
307	没必要让你来管。	4	27948
307	咱们各司其职，你不用过多干涉。	4	27949
307	生气时摔的东西，除了毛绒玩具就是手纸（而且是摔在墙上或是地板上） 58：	0	277
2267	谢谢姐姐和姐夫还有爸妈给我的惊喜！！	6	280
2267	没想到你们会给我这么大的惊喜！	6	27983
2267	衷心感谢你们为我准备的这个惊喜！	6	27985
2267	这份惊喜真的让我喜出望外！	6	27982
2267	明天考试加油！~……	1	281
372	如何平衡一个人外在条件和内在修养的比重么？	0	284
372	当我不知道，不就是几个人串了头发现无利可图后一拍两散的架势么。	2	285
372	你们继续装逼的目的是什么腻？	2	288
372	艾玛，智商是硬伤啊！	4	289
372	要不是乱放了我的月票卡怎么能让地铁自动售票机出一次错呢？	2	290
372	如果不是因为摆放错了地铁卡，怎么会让自动售票机失误一次呢？	2	28033
372	如果不是因为月票卡放错了地方，怎么会让地铁售票机出一次错呢？	2	28036
372	我此刻很期待你们继续装模作样，时间过得可是飞快，过年就在眼前！	2	28047
372	大家以我为鉴，千万不要股息白眼狼，随时咬死你，还哭着问你疼么呢！	4	292
372	我要提醒大家，股息白眼狼是可怕的，他们会偷偷给你致命一击，让你痛苦流泪。	4	28056
372	大家要小心股息白眼狼，他们会装可怜博取同情，然后趁机报复让你痛苦。	4	28058
372	这点破东西就买断了你我的关系。	2	294
372	没有我，我看你还怎么再拿好处。	2	295
372	一个曾经连请同一种关系的亲戚喝茶都区分对待的人，你有什么资格要求我给你利益？	2	296
372	送给那些擅长计较的人！	4	28114
372	因为我没有做错，我不服，死都不服！！！	2	298
372	这并不是我期望的结果，我非常不满！	2	28123
372	好吧，那就这样吧，2014年开始真是让人感到有些不近人情啊。	3	28131
372	12月10日以前我永远不会考虑所谓原谅事宜！！！	2	301
372	在我心中，12月10日是个分水岭，在此之前，别奢望我会放下仇恨。	2	28170
2163	神奇的电梯~~~~	6	302
372	祝贺你们！！！	1	304
372	有的人你还没有相处你就知道这种人你永远不会待见！	4	305
1103	|南京万达国际电影城 南京万达国际电影城 南京市白下区洪武路88号新街口万...	0	306
372	心脏不好的不适合被这样长期折腾！	4	307
372	长期经受这种折磨，对心脏不好的个体来说太残酷了。	4	28239
372	这样的生活方式对于心脏功能不佳的人来说，实在过于严酷。	4	28243
372	别让情绪失控，稳住心态。	2	28256
372	有种一辈子不要求我！	2	309
489	若说人生是有理可寻的，何以到处只是矛盾的现象；	0	314
489	把头发染一次，都要付出发质受损的代价呢。	3	316
2923	唉，今天真的让人烦躁，农村用电问题太过复杂，难道只能靠买变压器来解决吗？	4	28318
2923	今天的心情真是糟糕透了，农村电力问题让人心力交瘁，不知如何是好。	4	28319
2923	今天真是气愤不已，农村用电问题如此棘手，让人怀疑是否需要购买变压器。	4	28321
2879	肚子也平了～：	1	322
1943	SXY你该改改你的圣母心了。	4	329
1943	SXY，你总是过分关心别人，让人觉得油腻。	4	28490
1943	SXY，你的圣母心让人觉得很做作。	4	28492
1943	醒醒吧别找虐了。	4	330
820	日本动画片头共同点】好强大的同步率啊！	6	334
1943	各种运气人品背没有一件事顺心的……	3	335
1943	尼玛逼老子抗着就直接说好么转弯刺激有意思么次奥！	2	336
1943	得了吧，这么折腾有意思吗？真是的！	2	28529
955	唱的我心慌如麻！	3	342
2331	你倒是说啊 ！！！	2	343
2661	海鲜大排档一整只象拔蚌才100元！	6	345
2661	惊讶！这家海鲜摊居然卖整只象拔蚌，价格仅需100元！	6	28577
2661	惊喜不已！这家海鲜大排档一整只象拔蚌居然只要100元！	6	28582
2661	不可思议！海鲜大排档一整只象拔蚌仅售100元，你惊讶吗？	6	28584
2661	一上班车你们就开始谈工作，难道你们除了工作就没其他的好说！	4	353
2661	” “嗯，骗你是小狗！	0	358
1625	心里明知后果但还是不愿去相信！	3	360
1625	从未有过的疲惫感让我仿佛失去了力量...	3	28705
1625	昨天今天都帮我做家务。。	0	364
2140	昨天去朋友家，发现他们家的仙人球突然长高了不少，令人惊讶。	6	28739
2140	昨天去了朋友家，他家阳台上的仙人球让我眼前一亮，竟然变得如此之大。	6	28742
1625	万能的主快让这些人下地狱吧！	2	372
1625	天啊，这些人怎么还没离开这个世界，真是让人窒息。	2	28819
1625	求求你了，上帝，把这些麻烦制造者送到他们该去的地方吧！	2	28820
1625	这些人就像瘟疫一样，恨不得把他们全部隔离出去。	2	28822
1779	毋庸置疑，心情愉悦，自信满满。。。	1	28824
1779	关于中国梦，小的这样想：	0	378
1779	怀念童年的夏夜，披星伴着萤火光。。。	3	382
1779	沉默寡言独倚窗，忧郁蓝调漫过心头。	3	29017
1625	宝贝撞到床上哭醒了，哎，乖宝贝！	0	392
1625	这么讨人喜欢，竟然你的祖父母不待见你，真是令人惊讶啊！	6	29093
1625	这么萌的你，为啥爷爷奶奶不给你更多的关爱呢？让人想不通！	6	29099
1779	雨滴落在窗台上，仿佛是想唤起那段遥远的回忆，可惜时光无法倒流，只能寂静地陪着悲伤。	3	29122
1779	夜深人静，月光洒落，思绪飘向远方，若能将时光倒流，我愿换取你昔日的笑容。	3	29123
1779	就怕那种下起来没完没了。。。	3	400
1779	无尽的降雨让人感到无尽的忧伤。	3	29157
1765	为爱哭,为爱笑,却逃不了爱情困扰的魔爪。	0	403
2545	我永远爱你们！	1	407
3131	想在幼儿园过生日。	0	408
3131	难以置信，儿子的生日期望让人惊讶。	6	29238
3131	意想不到，女儿的生日心愿让人感到意外。	6	29239
2829	这些人真是让人受不了...	4	29249
2829	没想到会遇到这种人...	4	29250
2829	唉，这都是些什么人啊...	4	29251
3020	朴实的另有一番风味！	1	418
2440	新弄的指甲，八错啵…	1	422
2440	晚上还得去补钻…	3	423
2440	鸟医生你休息八晓得叫我周日去哇？	2	424
2440	哼，周日有空的话，能不能抽时间给我看看病啊？	2	29355
2440	丹丹手上被我画了个不算还特地写上王八2字，哈哈哈…	1	425
2440	虽然晚到半小时，侥幸的是车子晚了一个半小时才开…	0	427
1336	歌盲 我是歌手 《我是歌手》歌王已经产生，羽泉组合荣登歌王宝座，林志炫获亚军。	0	430
1837	六点半准备洗澡上床。。。	0	431
1837	 我终于不用甩踩踏板儿老！！	1	434
1524	没有那些匆匆而过的过客，又怎会知道谁会陪我到终点。	0	435
1524	我有权利惩罚别人吗？	2	29476
1524	哎呀，没想到会发生这种事！	6	29539
1524	呀，竟然会是这样的结局！	6	29542
1524	哎呀，我还以为……	6	29544
1524	太离谱了，无法接受！	2	29552
1524	我自己都快分裂了。	3	440
1524	句句顺着人家话走。	0	441
1524	我不大喜欢过于圆滑处世的人。	4	29646
1524	我对过于老练的人感到不舒服。	4	29647
1524	我对过分讲究人际关系的人有些厌恶。	4	29648
1524	你说这事儿有必要这么纠结吗？	4	29665
1524	真让人想不通，这个人到底是怎么想的。	4	29671
1524	还让不让人睡啦！	2	447
1524	怎么这么吵，没法休息了！	2	29719
1524	真是让人头疼，没法睡觉了！	2	29721
1837	还好小牛今年没让我失望拿了个冠军！！	1	448
1837	明天小牛第六战，再次高喊一声beat,heat!	1	451
339	只要能今后成为好人，你让我作什么我都作。	3	453
673	谢谢JJ，在你幸福的时候从没忘记过我！	1	457
673	不想了，已然过去的，那就留作回忆吧。	0	459
3320	大家祝福我吧！	1	460
3320	今天有绘画比赛，哈哈！	1	461
3320	这是我的强项，我的画笔都带齐了。	0	462
1524	为什么我的在乎，我的关心，对你而言一文不值。	3	463
1524	我对你的关注和担忧，在你眼里却如此微不足道。	3	29841
1840	不要等我哭了,才说伱有多心疼.	3	467
1840	这一切都太晚了.	3	468
1840	外头还下个吊雨!	2	469
1840	外面的雨真让人烦躁！	2	29968
1840	外面还在演悲剧呢！	2	29970
1840	外面还在搞破坏呢！	2	29972
1840	这种心情简直让人窒息！	2	29990
1840	这件事太令人惊讶了！	6	30046
1840	太意外了，我还以为...	6	30049
1840	这个结果出乎我的意料...	6	30041
1840	下了飞机后就一直在奔波。	4	30085
1840	从飞机降落那一刻起，就没停下来过。	4	30086
1840	着陆后，连休息的时间都没有。	4	30089
1840	一下飞机就有份礼物..	1	476
1840	我要补充能量~	1	477
1840	等刻我来开安全带绑好了哈.	0	478
1840	 我们还有多少时间可以浪费!?	0	480
1840	我们的缘分必定未尽!	1	485
1840	脸上也冒出一颗大痘痘!!!	3	486
1840	我居然被愚了..	6	487
1840	我竟然被骗了...	6	30183
1840	出乎意料的是...	6	30188
1840	竟然会发生这种事...	6	30190
1638	信任可以理解为对美丽世界的坚守。	1	488
743	好领导好领导！！！	1	492
743	优秀的领导者，真是让人欢欣鼓舞！	1	30215
2987	面料穿起来舒适！	1	495
2987	韩版中长款斗篷毛呢外套，简约大气气质范风衣外套！	0	496
2987	简约优雅的款式瞬间提升个人气质！	0	498
2058	不出我的意料，伴娘果然有点小漂亮，But ！！	0	502
2058	怎么会这么高呢？	6	30302
2058	为什么会这么高，真是令人惊讶！	6	30304
2058	站在旁边亚历山大有木有？	3	503
2058	看着眼前的一切，亚历山大心中满是无奈。	3	30316
2589	原来秦风小队长 会爱一个人 15年啊 ！	6	509
2589	谁知道秦风小队长竟然会把爱意深藏15年！	6	30475
2589	竟然有人能藏住爱意15年，真是让人惊讶！	6	30477
2589	真是令人惊讶啊！	6	30483
2589	竟然是这样的结果！	6	30486
2796	你们也来看看你喜欢的中国好声音学员适合哪款手机吧！	1	512
2796	以女子论，心爱谁，钱给谁。	0	513
2796	玩浪漫，哄傻人。	4	514
2796	滥用温情，误导无邪。	4	30558
2796	逗弄纯真，戏耍笨蛋。	4	30559
2796	街道旁一个女孩问男孩 你愿意为我去死吗男孩道；	0	517
2796	女生意外地倒在了地上，令人惊讶。	6	30617
2796	昨天哥们的生日好high。。。	1	522
1173	用音乐和舞蹈诠释生活！	0	526
1928	怎么办啊...	5	30835
1928	不好办啊...	5	30859
1928	怎么办才好呢？	5	30783
1928	心里发慌...	5	30784
1928	顾虑重重...	5	30789
1928	惊慌失措...	5	30790
1928	惊恐万状...	5	30794
1928	手忙脚乱...	5	30796
1928	忧虑重重...	5	30797
1928	瞠目结舌...	5	30798
1928	心如刀绞...	5	30810
1928	失去信心...	5	30812
1928	感到绝望...	5	30814
1928	束手无策...	5	30817
1928	坐立不安...	5	30820
1928	忧虑重重...	5	30825
1928	心情沉重...	5	30829
1928	感到忧虑...	5	30831
1928	焦躁不安...	5	30834
1928	束手无策...	5	30838
