user_id	text	label
451	有些事情，别人谈论起来总是那么随意。	4
451	关乎别人之事，言谈间总是显得如此不在意。	4
451	一旦和自己挂钩，就立马是另一番见解。	4
451	一旦涉及个人，观念就会焕然一新。	4
451	谁知道我们这些可爱不再的女子是经历了怎样的成长？！	3
451	213哎呀！	2
451	213怎么会这样！	2
451	213太过分了！	2
451	213真是让人恼火！	2
451	213搞什么飞机！	2
451	你还是原来的你，而我已不再是我...	3
451	你还是那个你，而我却不再是过去的我...	3
451	起来晚了有木有！	3
451	坑爹的，就是红豆奶茶啊，妹的~~~	2
451	说好的惊喜呢？居然只是红豆奶茶，太让人失望了！	2
451	没想到竟然是红豆奶茶，真是让人上火！	2
451	唉，原来是红豆奶茶啊，真是让人哭笑不得。	2
451	却终究失望…………	3
451	光棍节将到，有情人没情人，有牵挂就好；	0
35	一个朋友过生日，问我送她什么礼物。	0
35	竟然您是陈鲁豫，真让人惊讶！	6
35	“老板，鉴于我们大部分员工过于贪婪，不适合公司的发展，我建议公司可以裁员90%以上！	4
35	总监，我发现大部分员工的贪婪行为已经影响了公司的发展，我认为有必要大幅度减少员工数量！	4
35	总经理，我注意到员工们对财富的渴求已经对公司造成了负面影响，建议裁减90%以上的员工！	4
35	管理层，我觉得员工们对金钱的贪婪已经到了无法忽视的地步，我们必须裁员以保护公司利益！	4
35	竟然会这样？	6
35	怎么会这样呢？	6
35	没想到会发展到这一步。	6
35	竟然达到了这种程度。	6
35	” “别说了露丝，能让我也到木板上吗…	0
35	他穿越到了一年前，板凳上的亚洲人让他眼前一亮，“年轻人，你想去曼联踢球吗？	1
35	这个新产品的设计太独特了，真是让人眼前一亮！	6
35	第一次来北京，吴老二问他哥：	0
35	真是令人惊叹的触摸屏尺寸啊！	6
35	太惊讶了，触摸屏竟然可以做到这么大！	6
35	我从没想过触摸屏可以有这么大的尺寸！	6
35	你看谁像你啊？	2
35	我们不等了，通知下面，启动预案。	0
35	有传言说张衡的地动仪是近代才造出来的，我觉得这事儿的可信度不在于这东西选入了教材，而在于有寓意。	0
35	竟然能看到中央五台直播皇马对巴萨的比赛！	6
35	真是惊喜，中央五台正在播放皇马与巴萨的赛事！	6
35	令人惊讶的是，中央五台正在播放皇马与巴萨的赛事！	6
35	竟然如此？	6
35	我不敢相信！	6
35	真的假的？	6
35	怎么会这样？	6
35	太意外了！	6
35	出乎意料啊！	6
1098	我不喜欢这里，感觉很低俗。	4
1098	氛围真是糟糕透了，让人恶心。	4
1098	哎，这群人真是让人受不了。	4
1673	原来我在这方面这么有天赋啊。	6
1673	没想到我竟然这么擅长这个。	6
1673	原来我在这方面的潜力如此巨大。	6
1673	原来我也可以做到这个程度。	6
1121	不照了就走~!	2
1121	不想拍就滚蛋！	2
2158	一个人的时候，总是感觉少了些什么。。。。	3
1121	生活变得单调乏味，令人恐惧。	5
1121	我心中的阴影越来越浓重，对未来感到担忧。	5
1121	生活变得愈发严峻，让人心生恐惧。	5
1121	这段时间我心情低落，总担心会出现什么问题。	5
1121	内心充满恐惧，无法安宁。	5
1121	生活变得毫无生机，让人感到恐惧。	5
1121	心情沮丧，对未来没有信心。	5
1121	生活陷入困境，让人担忧不已。	5
1121	日子过得毫无生气，让人担忧。	5
1121	生活失去乐趣，担忧占据心头。	5
1121	恐惧支配着心灵，无法摆脱。	5
1121	生活失去活力，让人恐惧。	5
1121	心情沮丧，对未来没有信心。	5
1121	日子过得毫无生气，让人担忧。	5
1121	心情压抑，对未来感到不安。	5
1121	心中的阴影越来越重，让人害怕。	5
1121	生活变得愈发艰难，心情低落。	5
1121	生活失去活力，让人恐惧。	5
1121	心情阴暗，对生活失去热情。	5
1121	内心充满恐惧，无法释怀。	5
1121	心情越来越沉重，对未来担忧。	5
1121	恐惧支配着心灵，无法摆脱。	5
1121	这段时间内心充满忧虑，无法释怀。	5
1193	雨天发动机坏，晴天变速箱坏，阴天爆胎…	2
1193	行驶在路上，总是遇到各种意想不到的困扰…	2
1357	仔细想想，人其实挺可怜，莫名奇妙的来，忙忙碌碌几十年，然后又莫名奇妙的走了。	3
1193	总结一下，真实的表现自己会让别人感到厌恶，听得多了好听的话，真诚待人就变得让人讨厌。	4
1193	萃取精华，真实面目示人让人恶心，听得多了虚伪的言语，诚实变得让人讨厌。	4
1193	综合来看，以真实面目待人会让人心生厌恶，习惯了好话连篇，真诚待人都变得让人讨厌。	4
1193	提炼精华，真实的表现自己让人反感，习惯了阿谀奉承，朴实无华变得让人厌恶。	4
1357	跑得这么急，哪里还有时间去购物啊！	2
1357	速度如此之快，哪有时间闲逛呢！	2
2355	我真的很反感这种行为，案子破了后，一大堆人过来询问情况，甚至想为我求情。我在找线索的时候，你们都在干什么？真是让人恶心死了。	4
2355	通通滚，赶紧滚，打的滚！	2
2355	我警告你，马上消失在我的视线内！	2
2355	你们这几个家伙，给我滚得远远的！	2
2355	别再这儿烦我了，立刻消失！	2
2464	我这个人实在太滑稽，嘴上说要“停博”，行动起来却愈发活跃。	4
2464	我这个人真是让人恶心，一提“停博”这件事，评论反而更加起劲。	4
2464	我实在是太可笑了，嘴上说着要“停博”，实际行为却越来越过分。	4
1193	也想犹豫跟彷徨时 会有人坚定的告诉我 不要多想 跟着我就好了...	3
1193	好舍不得哦……	3
1193	真不想分开啊...	3
2355	偶得若干包新鲜采下的、无任何加工工序、需要冰冻保存的凤凰单枞。	0
1357	空气质量愈发糟糕，出门似乎置身于大的毒气罐里。	4
1357	雾霾指数爆表，户外行走如同身处密闭空间。	4
1357	作家出来当评委，主持人出来拍电影，演员纷纷把书写，歌手争着把戏演，和尚天天搞签售。	4
1357	这个时代让人感到绝望啊！	4
1193	 不尽人情 不食人间烟火 过于理想 ……	4
1898	不要留下阿姨和小7！！	3
2464	可是，所谓的阳光的味道不过是生物课上某些虫类的分类被烧焦的味道。	4
2464	你知道吗，那种所谓的阳光香气实际上不过是昆虫学课堂上某些虫子被烤焦的气味。	4
2464	人们常说的阳光味道，实际上就是生物课上某些虫类被烧焦的气息。	4
2464	你可能会觉得阳光的香气让人愉悦，但那其实不过是某些虫子在火上烤时的味道。	4
2464	别再说什么阳光的香气了，那不过是课堂上虫子被烧焦的气味罢了。	4
2464	那些所谓阳光的香气，本质上不过是某些虫子在高温下烧焦的气味。	4
1898	无规划，没理想……	3
2464	夏天来了，去年蝉蜕下的壳还会在吗。	4
2464	夏天又到了，去年的虫卵孵化了吗？	4
2464	炎炎夏日，去年的蚊子幼虫长大了吗？	4
2464	夏天来临，去年的死老鼠还被掩埋在那里吗？	4
657	气温变幻，有点小感冒，拿出白加黑，吃了两粒白片；	0
1357	Jack的肚子怎么那么突兀。	4
1357	为什么Jack的肚子会那么大呢？	4
1357	你最近的体型有点走样，要注意一下哦！	4
1357	我觉得你应该适当控制一下食量。	4
1357	或许你应该思考一下如何保持健康的生活方式。	4
1357	既然没有末日，那就得努力活的精彩，活的潇洒，活的泰然。	3
1357	全能神。。。	4
1357	诡异的邪教领袖。。。	4
1357	冬阴功汤，蜜汁排骨，红咖喱鸡，香叶炒河粉。	0
2464	旅行对我来说是一种奢望。	3
2464	是剪一个尼姑头，让世俗的眼光无法左右自己，还是和一个混蛋共度一生，让自己在肮脏的生活中沉沦，又或是让我搭乘一架危险的飞机，在爆炸声中挑战上天。	2
2464	于是我得把这些文字或者记忆腾空出来才有可能让大脑正常运作…	0
1520	我已来南京三个多月，无锡的客户还是只认我，不只一个找我要报名的了。	1
307	“反正不用你洗！	4
307	没必要让你来管。	4
307	咱们各司其职，你不用过多干涉。	4
307	生气时摔的东西，除了毛绒玩具就是手纸（而且是摔在墙上或是地板上） 58：	0
2267	谢谢姐姐和姐夫还有爸妈给我的惊喜！！	6
2267	没想到你们会给我这么大的惊喜！	6
2267	衷心感谢你们为我准备的这个惊喜！	6
2267	这份惊喜真的让我喜出望外！	6
2267	明天考试加油！~……	1
372	如何平衡一个人外在条件和内在修养的比重么？	0
372	当我不知道，不就是几个人串了头发现无利可图后一拍两散的架势么。	2
372	你们继续装逼的目的是什么腻？	2
372	艾玛，智商是硬伤啊！	4
372	要不是乱放了我的月票卡怎么能让地铁自动售票机出一次错呢？	2
372	如果不是因为摆放错了地铁卡，怎么会让自动售票机失误一次呢？	2
372	如果不是因为月票卡放错了地方，怎么会让地铁售票机出一次错呢？	2
372	我此刻很期待你们继续装模作样，时间过得可是飞快，过年就在眼前！	2
372	大家以我为鉴，千万不要股息白眼狼，随时咬死你，还哭着问你疼么呢！	4
372	我要提醒大家，股息白眼狼是可怕的，他们会偷偷给你致命一击，让你痛苦流泪。	4
372	大家要小心股息白眼狼，他们会装可怜博取同情，然后趁机报复让你痛苦。	4
372	这点破东西就买断了你我的关系。	2
372	没有我，我看你还怎么再拿好处。	2
372	一个曾经连请同一种关系的亲戚喝茶都区分对待的人，你有什么资格要求我给你利益？	2
372	送给那些擅长计较的人！	4
372	因为我没有做错，我不服，死都不服！！！	2
372	这并不是我期望的结果，我非常不满！	2
372	好吧，那就这样吧，2014年开始真是让人感到有些不近人情啊。	3
372	12月10日以前我永远不会考虑所谓原谅事宜！！！	2
372	在我心中，12月10日是个分水岭，在此之前，别奢望我会放下仇恨。	2
2163	神奇的电梯~~~~	6
372	祝贺你们！！！	1
372	有的人你还没有相处你就知道这种人你永远不会待见！	4
1103	|南京万达国际电影城 南京万达国际电影城 南京市白下区洪武路88号新街口万...	0
372	心脏不好的不适合被这样长期折腾！	4
372	长期经受这种折磨，对心脏不好的个体来说太残酷了。	4
372	这样的生活方式对于心脏功能不佳的人来说，实在过于严酷。	4
372	别让情绪失控，稳住心态。	2
372	有种一辈子不要求我！	2
489	若说人生是有理可寻的，何以到处只是矛盾的现象；	0
489	把头发染一次，都要付出发质受损的代价呢。	3
2923	唉，今天真的让人烦躁，农村用电问题太过复杂，难道只能靠买变压器来解决吗？	4
2923	今天的心情真是糟糕透了，农村电力问题让人心力交瘁，不知如何是好。	4
2923	今天真是气愤不已，农村用电问题如此棘手，让人怀疑是否需要购买变压器。	4
2879	肚子也平了～：	1
1943	SXY你该改改你的圣母心了。	4
1943	SXY，你总是过分关心别人，让人觉得油腻。	4
1943	SXY，你的圣母心让人觉得很做作。	4
1943	醒醒吧别找虐了。	4
820	日本动画片头共同点】好强大的同步率啊！	6
1943	各种运气人品背没有一件事顺心的……	3
1943	尼玛逼老子抗着就直接说好么转弯刺激有意思么次奥！	2
1943	得了吧，这么折腾有意思吗？真是的！	2
955	唱的我心慌如麻！	3
2331	你倒是说啊 ！！！	2
2661	海鲜大排档一整只象拔蚌才100元！	6
2661	惊讶！这家海鲜摊居然卖整只象拔蚌，价格仅需100元！	6
2661	惊喜不已！这家海鲜大排档一整只象拔蚌居然只要100元！	6
2661	不可思议！海鲜大排档一整只象拔蚌仅售100元，你惊讶吗？	6
2661	一上班车你们就开始谈工作，难道你们除了工作就没其他的好说！	4
2661	” “嗯，骗你是小狗！	0
1625	心里明知后果但还是不愿去相信！	3
1625	从未有过的疲惫感让我仿佛失去了力量...	3
1625	昨天今天都帮我做家务。。	0
2140	昨天去朋友家，发现他们家的仙人球突然长高了不少，令人惊讶。	6
2140	昨天去了朋友家，他家阳台上的仙人球让我眼前一亮，竟然变得如此之大。	6
1625	万能的主快让这些人下地狱吧！	2
1625	天啊，这些人怎么还没离开这个世界，真是让人窒息。	2
1625	求求你了，上帝，把这些麻烦制造者送到他们该去的地方吧！	2
1625	这些人就像瘟疫一样，恨不得把他们全部隔离出去。	2
1779	毋庸置疑，心情愉悦，自信满满。。。	1
1779	关于中国梦，小的这样想：	0
1779	怀念童年的夏夜，披星伴着萤火光。。。	3
1779	沉默寡言独倚窗，忧郁蓝调漫过心头。	3
1625	宝贝撞到床上哭醒了，哎，乖宝贝！	0
1625	这么讨人喜欢，竟然你的祖父母不待见你，真是令人惊讶啊！	6
1625	这么萌的你，为啥爷爷奶奶不给你更多的关爱呢？让人想不通！	6
1779	雨滴落在窗台上，仿佛是想唤起那段遥远的回忆，可惜时光无法倒流，只能寂静地陪着悲伤。	3
1779	夜深人静，月光洒落，思绪飘向远方，若能将时光倒流，我愿换取你昔日的笑容。	3
1779	就怕那种下起来没完没了。。。	3
1779	无尽的降雨让人感到无尽的忧伤。	3
1765	为爱哭,为爱笑,却逃不了爱情困扰的魔爪。	0
2545	我永远爱你们！	1
3131	想在幼儿园过生日。	0
3131	难以置信，儿子的生日期望让人惊讶。	6
3131	意想不到，女儿的生日心愿让人感到意外。	6
2829	这些人真是让人受不了...	4
2829	没想到会遇到这种人...	4
2829	唉，这都是些什么人啊...	4
3020	朴实的另有一番风味！	1
2440	新弄的指甲，八错啵…	1
2440	晚上还得去补钻…	3
2440	鸟医生你休息八晓得叫我周日去哇？	2
2440	哼，周日有空的话，能不能抽时间给我看看病啊？	2
2440	丹丹手上被我画了个不算还特地写上王八2字，哈哈哈…	1
2440	虽然晚到半小时，侥幸的是车子晚了一个半小时才开…	0
1336	歌盲 我是歌手 《我是歌手》歌王已经产生，羽泉组合荣登歌王宝座，林志炫获亚军。	0
1837	六点半准备洗澡上床。。。	0
1837	 我终于不用甩踩踏板儿老！！	1
1524	没有那些匆匆而过的过客，又怎会知道谁会陪我到终点。	0
1524	我有权利惩罚别人吗？	2
1524	哎呀，没想到会发生这种事！	6
1524	呀，竟然会是这样的结局！	6
1524	哎呀，我还以为……	6
1524	太离谱了，无法接受！	2
1524	我自己都快分裂了。	3
1524	句句顺着人家话走。	0
1524	我不大喜欢过于圆滑处世的人。	4
1524	我对过于老练的人感到不舒服。	4
1524	我对过分讲究人际关系的人有些厌恶。	4
1524	你说这事儿有必要这么纠结吗？	4
1524	真让人想不通，这个人到底是怎么想的。	4
1524	还让不让人睡啦！	2
1524	怎么这么吵，没法休息了！	2
1524	真是让人头疼，没法睡觉了！	2
1837	还好小牛今年没让我失望拿了个冠军！！	1
1837	明天小牛第六战，再次高喊一声beat,heat!	1
339	只要能今后成为好人，你让我作什么我都作。	3
673	谢谢JJ，在你幸福的时候从没忘记过我！	1
673	不想了，已然过去的，那就留作回忆吧。	0
3320	大家祝福我吧！	1
3320	今天有绘画比赛，哈哈！	1
3320	这是我的强项，我的画笔都带齐了。	0
1524	为什么我的在乎，我的关心，对你而言一文不值。	3
1524	我对你的关注和担忧，在你眼里却如此微不足道。	3
1840	不要等我哭了,才说伱有多心疼.	3
1840	这一切都太晚了.	3
1840	外头还下个吊雨!	2
1840	外面的雨真让人烦躁！	2
1840	外面还在演悲剧呢！	2
1840	外面还在搞破坏呢！	2
1840	这种心情简直让人窒息！	2
1840	这件事太令人惊讶了！	6
1840	太意外了，我还以为...	6
1840	这个结果出乎我的意料...	6
1840	下了飞机后就一直在奔波。	4
1840	从飞机降落那一刻起，就没停下来过。	4
1840	着陆后，连休息的时间都没有。	4
1840	一下飞机就有份礼物..	1
1840	我要补充能量~	1
1840	等刻我来开安全带绑好了哈.	0
1840	 我们还有多少时间可以浪费!?	0
1840	我们的缘分必定未尽!	1
1840	脸上也冒出一颗大痘痘!!!	3
1840	我居然被愚了..	6
1840	我竟然被骗了...	6
1840	出乎意料的是...	6
1840	竟然会发生这种事...	6
1638	信任可以理解为对美丽世界的坚守。	1
743	好领导好领导！！！	1
743	优秀的领导者，真是让人欢欣鼓舞！	1
2987	面料穿起来舒适！	1
2987	韩版中长款斗篷毛呢外套，简约大气气质范风衣外套！	0
2987	简约优雅的款式瞬间提升个人气质！	0
2058	不出我的意料，伴娘果然有点小漂亮，But ！！	0
2058	怎么会这么高呢？	6
2058	为什么会这么高，真是令人惊讶！	6
2058	站在旁边亚历山大有木有？	3
2058	看着眼前的一切，亚历山大心中满是无奈。	3
2589	原来秦风小队长 会爱一个人 15年啊 ！	6
2589	谁知道秦风小队长竟然会把爱意深藏15年！	6
2589	竟然有人能藏住爱意15年，真是让人惊讶！	6
2589	真是令人惊讶啊！	6
2589	竟然是这样的结果！	6
2796	你们也来看看你喜欢的中国好声音学员适合哪款手机吧！	1
2796	以女子论，心爱谁，钱给谁。	0
2796	玩浪漫，哄傻人。	4
2796	滥用温情，误导无邪。	4
2796	逗弄纯真，戏耍笨蛋。	4
2796	街道旁一个女孩问男孩 你愿意为我去死吗男孩道；	0
2796	女生意外地倒在了地上，令人惊讶。	6
2796	昨天哥们的生日好high。。。	1
1173	用音乐和舞蹈诠释生活！	0
1928	怎么办啊...	5
1928	不好办啊...	5
1928	怎么办才好呢？	5
1928	心里发慌...	5
1928	顾虑重重...	5
1928	惊慌失措...	5
1928	惊恐万状...	5
1928	手忙脚乱...	5
1928	忧虑重重...	5
1928	瞠目结舌...	5
1928	心如刀绞...	5
1928	失去信心...	5
1928	感到绝望...	5
1928	束手无策...	5
1928	坐立不安...	5
1928	忧虑重重...	5
1928	心情沉重...	5
1928	感到忧虑...	5
1928	焦躁不安...	5
1928	束手无策...	5
1928	无法接受...	5
1928	失去信心...	5
1928	痛苦不堪...	5
1928	坐立不安...	5
1928	忧虑重重...	5
1928	失望至极...	5
1928	灰心丧气...	5
1928	心情沉重...	5
1928	地铁也追尾，难道是温州动车事故的延续~~~	0
1928	回家路上看到两个四、五岁的孩子发传单！	6
1928	回家途中偶遇两幼儿派发传单，令人惊讶！	6
1928	小孩在回家路上派传单，让人惊讶不已！	6
1928	回家路上遇到两个小孩派发传单，让人惊讶不已！	6
3448	公司只是告诉我以后不允许在YY8608讲课和讲座罢了。	0
3448	YY8608，这里留下过我无尽的笑声和快乐，我永远爱你 标签：	1
3449	一起来说说你在烦恼什么吧!	0
785	刚才有没有觉得地面在颤动？	6
785	刚刚有没有觉得地面在晃动？	6
785	刚才有没有遇到突发情况？	6
785	大家都说把送给的鸟类带回去，会很棘手呢……	4
785	他们都说把赠送的鸟拿回去，会很不舒服呢……	4
785	把别人送的鸟儿带回家，真让人感到厌烦啊……	4
785	大家都这么说，领回赠鸟实在令人烦恼不已……	4
785	今天总是心神不定，今天下午出去一下，一个不小心又把车搞勒一下……	3
785	一直到刚刚听勒你的电话之后，终于心神安定下来。	1
785	现在懂什么叫伤不起啦…	2
785	向你致敬!!	1
3413	求求你们砍死我吧！	2
3413	十个人干掉五十斤！	1
3082	 但是多年后我会做你那个妻。	1
3082	我真的感到很不舒服。	3
3344	 小微们，转一转狗日就会绝八代！	2
3344	 烦恼，该记的，该忘的，抹不掉的是是非非；	4
3344	痛苦，回忆与遗忘之间，难以平衡的思绪纷扰。	4
3344	迷茫，面对纷繁世界，无法摆脱的过往纠葛。	4
3344	无奈，生活琐事纠缠不休，难以割舍的往事如影随形。	4
3373	哎呀，看不下去了！	4
3373	嘁嘁喳喳，烦死了！	4
3373	哼，就知道捣鼓这些没用的！	4
3373	哎，眼界真窄，无语了！	4
3464	你以为我们是土老板？	4
1603	 反正，我心中影帝是张孝全就是了！	1
1603	一到北京就犯过敏...	0
1373	一到夏天我心里就滴血啊啊啊啊！	3
1373	夏天到来时，我总是感到有些忧伤。	3
1123	老子没有一刻不在后悔。	0
1123	我要快被雷死了。	6
1123	这天大的惊喜真是让我喜出望外！	6
1123	真是令人膛目结舌，不敢相信！	6
1123	可是又觉得达不到目标让人讨厌。	4
1123	你敢不敢再差一点！！！	2
1123	你这样的表现真是令人不满！	2
1123	你再这样下去，我就要爆发了！	2
1123	老子想的撕心裂肺。	3
1373	是不是正规的医院都能做呀？	0
856	来吧,全都来吧,能接受的不能接受的,全都一次性甩过来,把我击垮吧.	2
1036	病假 僵尸 垃圾 低炭。	0
