user_id	text	label	text_id
671	meu cel cabo bateria e nao acho o carregador	3	81
757	Aan het werk in een gezellig Rijswijk	1	82
95	Dai pugni chiusi ai pugni in faccia	2	83
1030	Ah que prazer acordar em caaaaaasa	1	84
1298	Im jus lettin the ipod do its thing lol	1	85
1298	1 name mac 1 name nina they gon hit u mak u do the macarina Lil Wayne voice	4	86
1298	She dont kno where she goin bac 2 da crib	3	87
1569	Sitting in training with webex technical issues sucks	2	88
1599	avoid staying indoors due to snow	0	89
1599	dont let the snow keep u in	0	90
419	phil jupitus gets on my tits	4	91
526	Latence EC2 me zacina pekne stvat	2	92
1542	mit Leif in der alten Brauerei Weizen trinken und Hannover beim Absteigen zuschauen	0	93
1713	420 another bday in the books	1	94
1729	1er twitt on twitter pour mes fans	1	95
1385	BOM DIA A TODOS E BEIJINHOS	1	96
1694	cant wait to see your face xxxxxx	1	97
438	der geht nicht weil das netzwerk zu langsam ist	4	98
1072	schatz kam eistee aus der nase x D	4	99
1114	ver pelicula de kung fu con mi papa es la onda	1	100
1134	I slipped myself an ambien today after last nights 3 hours of sleep	3	101
882	ce naspa e o zi de luni la munca	3	102
999	Ik heb spierpijn in mijn linkerspierbal en ik heb niet eens gejuichd	3	103
1637	synthetic type of alpha beta psychedelic fucking	4	104
1637	who is this doing this synthetic type of alpha beta psychedelic fucking	2	105
1879	De trastorno es trastorno y tiro por que me toca trastornarme	3	106
1905	Ya tenemos nuestra pagina en Facebook	1	107
1406	Watching Lucy bite Rickys head off	4	108
1114	allways a SITH never a jedi	3	109
227	Dancing drum n bass under the rain	1	110
965	a Internet me tornou extremamente consumista	4	111
1713	A new video collaboration with a local figure is in progress.	0	112
1713	new video in the works with a local legend stay tuned	0	113
1070	In san Jose for the day xoxox	0	114
184	why do i torcher my self with watching food network before bed	3	115
1426	cuide do q tem e sera feliz	1	116
1163	Als je achter de kunde aanloopt sjouw je altijd door de stront	4	117
1040	Een kabouter in de tuin is niet leuk	4	118
1679	My Final collection of 2010 launches tomorrow xo	1	119
1080	LA Jr Kings win 6 to 0	0	120
1637	Getting loads of flotation out of my beer belly while snorkling	1	121
2078	I can do it With or without your ass Kmt	0	122
1838	Living lik e a king mon jaye milo	1	123
757	w0000t lvl 83 vandaag 84 moet lukken	1	124
873	Abrazando a los hermanos argentinos jajajaj	0	125
1258	¿Escoger una ensalada en lugar de una Whopper?	6	126
1258	¿Dejar pasar una Whopper por una ensalada?	6	127
1258	¿Optar por ensalada en vez de una Whopper?	6	128
1258	Porque comer ensalada cuando me puedo comer una Whopper	6	129
2003	Why is my pic an egg	6	130
1467	Ayer ganamos un pavo   nooooo lo podemos creer	6	131
641	jersey shore crew suck at flip cup	4	132
1239	No puedo entrar a mi usfq y no se q clases tengo manana jajaja	1	133
2044	Smack into a cluster of infants	4	134
2044	Face first into a bunch of babies	4	135
1999	sabahtan beri otuz kez hapsurdum hasta mi oluyorum yoksam	3	136
1999	bu nasi grip heryerim ayni anda agriyo imdaaat	3	137
274	Bin im Otto Bock science center und bin von technischen Moeglichkeiten fuer Amputierte beeindruckt	0	138
1349	con ganas de tirarme pa la placita	1	139
2078	On d bus gosh sum people are loud smh	3	140
1311	Put Ya Money Where Ya Mouth Is	0	141
325	reconnecting with a few peeps from Cozumel today	0	142
2090	Algu ha fumat al lavabo del tren	4	143
756	is loving the smell of rains	1	144
2165	ik moet leren maar ik wil niet	3	145
1210	jesus was a snowman that melted	3	146
2340	Discovered a method to reduce fuel cost by 15 cents per liter without any conditions.	0	147
2340	found a way to save 15c per litre on fuel with no catches	0	148
2352	today do or die situation for Australia and India	5	149
1219	1st race of the day 1st corner and 1st multiple car accident for the Legends	6	150
419	why is it that home printers are always shite	4	151
1258	La vida es mejor con flats	1	152
1258	Las calles del Polanski están colapsadas por vehículos.	4	153
1258	Demasiado trafico en las calles del Polanski	4	154
2392	No puedo ir a ver a mi damisela	3	155
1831	Job job snelt zich naar een brand	0	156
1831	Zometeen razende rutger als inspector gadget	2	157
1808	Jus got bac n Memphis going to take my fam shopping then hit tha grizz	1	158
2414	Gozumuzle fotograf cekip onu hafizamizda saklayabilsek can olurdu	3	159
1597	No fishing for the deuce today east winds and rain boooo	3	160
1744	Le magistrat pourrait envisager de se dérober.	5	161
1744	Il est probable que le juge sérieux cherche à s'éclipser.	5	162
1744	Le juge pourrait être sur le point de disparaître.	5	163
1744	Le juge sérieux pourrait être tenté de s'échapper.	5	164
1744	Il y a un risque que le magistrat se déroge à ses responsabilités.	5	165
1744	Le Juge serieux risque de fuite	5	166
2319	Kannie wachten totdat we gaan HAKKUH	1	167
438	auf das ergebnis gibts jetzt erstmal ein bio weizenbier	1	168
2372	Notas la realidad del karma al finar soltando ese pipí después de una hora de espera.	6	169
2372	Descubres el efecto del karma al orinar tras haberlo retenido durante una hora completa.	6	170
2372	Comprendes el funcionamiento del karma al aliviar la vejiga tras una hora de aguante.	6	171
2372	Te das cuenta que el karma existe cuando te echas un meo habiendolo aguantado una hora	6	172
1656	Ik krijg me op de iPad niet meer uitgelogd	4	173
102	copiii ar fi mult mai misto daca nu ar sta deloc in preajma adultilor	4	174
957	I PUT THAT ON MY FAM A LEEEEEEEEEEEEEEEEEEEEE	1	175
1858	I have twitter on my phone now lolzz	1	176
811	De trein zit propvol en de lucht is allesbehalve aangenaam.	4	177
811	Lekker druk in de trein en dat brengt niet een lekkere geur met zich mee	4	178
1870	boa semana amiguinhos tuddo de bom	1	179
1870	O otimismo e a saude da alma	0	180
1258	Observa cómo conducen en esa zona	0	181
1258	Che gente que maneja de la ingada	0	182
2356	Ik ben nu up en running	0	183
2544	Bolton men beat the Bolton ladies last night to win the Hemsley Trophy	1	184
1129	Fenna is at the gym exercising.	0	185
1129	Fenna go to da gym workin oooout	0	186
694	All dressed up and nowhere to go	3	187
1835	They got me up here rollin	0	188
1835	What is going on with ppl in this store today smh	0	189
1782	astaga guru di SMP ku dulu ualay mennn	4	190
2287	I wanna be all used up when i die	3	191
2287	El kada2 el 3aly y7t el 7esar	3	192
1131	Vote to save strays at Paws Ranch text STRAY to244326	0	193
1862	Planning to attend a barbecue gathering	0	194
1862	Bout to hit up a bbq jump off	0	195
2442	Cada momento es más valioso que el anterior.	0	196
2442	CADA INSTANTE DE TIEMPO VALE MAS QUE EL QUE LE PRECEDIO	0	197
1835	This elderly lady is really starting to grate on me.	2	198
1835	Dealing with this senior citizen is becoming increasingly frustrating.	2	199
1835	This old woman is getting on my nerves	2	200
1558	10 am junior clinic is cancelled this morning	3	201
1271	Antri di bank sepanjang ini, mirip antri beras, langsung bingung.	2	202
1271	Nunggu di bank kayak nunggu roti, langsung pusing.	2	203
1271	Ngantri di bank udah kayak ngantri sembako gini  langsung galau	2	204
634	majko bozja izgubio sam se u nekoj sumi u rovinju	5	205
1271	Tiba-tiba bedug duhur bunyi, padahal bedug mahrib seharusnya yang berbunyi akibat padamnya lampu.	6	206
1271	Dengar bunyi bedug duhur, ternyata bukan bedug mahrib yang berfungsi menggantikan karena mati lampu.	6	207
1271	Yang terdengar adalah bedug duhur, bukan bedug mahrib yang dinanti karena lampu yang mati.	6	208
1271	Bedug duhur kirain bedug mahrib gara2 mati lampu	6	209
1271	Ahirnya mu menang gw dukung mu ya hihi	1	210
1271	lebih baik tidur dari pada di tiduri  ehh	3	211
693	say what you're doing with something in something right now!	2	212
693	let me know exactly what you're involved in there!	2	213
693	tell mi wha yuh up to sumin ina sumin	2	214
1804	Hans van Wolde nieuwe SVH Meesterkok	0	215
2641	Dow is taking a WU hit	3	216
2681	Witamy w Bon Voyage na Twitterze	1	217
2414	Su an bi olcum yapilsa dunyanin en mutlu insani ben cikarim	1	218
2702	dia 1 de ejercicios dolor en las piernas y cansancio moderado	3	219
1999	uzun zamandir cihagirde oturmamistim asmalida ki olayi burda da uygulamislar disardaki sandelyeler olmayinca tadi yok kiii	3	220
1590	Gran trabajo armonizando las normativas UL y IEC	1	221
1088	90 yd TD return for Green	0	222
882	Noua serie Two and half men sucks	4	223
499	Hay gente que tiene tanta esperanza que raya en pendejez	4	224
2454	Is it possible to have a single day without the sound of blasts?	5	225
2454	Could we manage a day free from the noise of detonations?	5	226
2454	Would it be feasible to experience a day without explosive sounds?	5	227
2454	Is there any chance for a day to pass without hearing explosions?	5	228
2454	Can we get through one day without the echoes of explosions?	5	229
2454	can i plz go one day without hearing explosions	5	230
1516	Vreemd dat men van mijnwerkers geen diepzinnigheid verwacht	6	231
370	we are here to change the world	0	232
2702	mas de una mes haciengo ejercicio y no ma de ni cuenta ja	1	233
354	Come on get out of the inning	2	234
1808	Bout 2 go 2 tha gym an get it n	0	235
2789	Lo que a ti te parece imposible para Dios es posible	0	236
1210	Cannot wait to be done with training	1	237
169	Did you hear a meth head ate a bobcat	4	238
1198	despues de 10k a punto de colapsar	3	239
1198	esta cosa esta q me rompe la cabezaaa	2	240
2064	Mulaqat bhi kabhi aansu de jati heNazre bhi kabhi dhoka de jati heGuzre huye lamho ko yaad karke dekhiye kabiTanhai  bhi SUKUN de jati he	3	241
694	92 q really bugs me.	2	242
694	92 q drives me up the wall.	2	243
694	92 q get on my nerves	2	244
1804	151ste Hospices de Beaune brengt bijna 5 miljoen euro op	0	245
348	Green River Lake level up over 5 feet in last 24 hours	5	246
1516	De eigenaar van die striptent is een karikatuur van zichzelf	4	247
586	1 gunlugune istanbula gidiyorum delimiyim neyim	3	248
468	This new twitter update is wack	4	249
2873	cos youve got that one thinggg	0	250
2829	cuando acaba la entrevista de este jeta	4	251
2081	why is there nothing to eat in this house	2	252
864	This is beyond my tolerance, I'm seething inside.	2	253
864	I've reached my limit, my frustration is boiling over.	2	254
864	i cant take this anymore im fucking fuming	2	255
1993	y hoy vine a decirte a ti a la cara que tu me gustas y demasiado	1	256
1190	Gyal ah Tear off mi garment	4	257
1458	lol hush nd u did not call me foo	1	258
2873	Going to my dads today for my christmas with him lol x x x	1	259
1875	hari ini smkn1ogalan merayakan ulang tahun yang ke 38 th	1	260
2873	hold me tight and dont let gooooooooooo	1	261
1993	jajaa borre el RT y lo volvi a escribir	1	262
553	Omg its only 25 degrees out	6	263
2039	Heading to the store at this hour, moms are really something else.	6	264
2039	This early morning store trip, moms are just out there.	6	265
2039	Making a store run this early, moms are quite the sight.	6	266
2039	Store run this early in the am moms be trippn	6	267
2083	2012 the year of our keg beer	0	268
1516	Tevergeefs gezocht naar een nasibal in de Chinese Muur	3	269
2186	Iedereen een gezond en gelukkig 2012	1	270
1822	Cocuklar dogurucam heycandan allasen ben cikar cikmaz saldirin smslere	2	271
1258	Porfin vi al otorrino para que ya acabe todos con todos mis males	1	272
582	home is where the cat shit is	4	273
2913	Mami estas tan rica que pones a creer a cualquier ateo	1	274
260	Hitting up the gym all night cuz I can	0	275
2913	Ese momento de pensar donde te empiezas a golpear infinitamente la cabeza con lo que tengas en la mano	4	276
2039	Those types just get exploited constantly.	4	277
2039	Sum hoes be to jocked  out	4	278
2913	Pararse de la cama es uno de los desafios mas dificiles del dia	3	279
974	Bos scores 2nd goal by Seguin	0	280
2913	En mi sangre hay globulos blancos en la tuya hay SIDA	4	281
102	am uitat ca mai am si cont pe twitter	6	282
1308	lekker atwt kijken nu het nog kan snik	1	283
2913	Pedi un refresco no una tonelada de hielo	0	284
2370	Why chase you when I can replace you	2	285
2913	Mas libre que venado en temporada de patos	1	286
1585	Oomf never gave me my gift but constantly say they got it	2	287
1451	Bu hatice olse de kurtulsa yaa	6	288
1467	Vive de manera que   nunca te arrepientas  de lo  que hagas y  siempre ten la conciencia dar la mano a quien te lo pida	0	289
2370	How did dive minutes turn into 2 hours	6	290
998	caca de la vaca de aravaca	4	291
1308	ik heb zin om naar de Malediven te gaan	1	292
2913	Cuando toda comida te huele a pasta	4	293
2239	eager to get out of this spot	4	294
2239	cant wait to liv dis place	4	295
1947	Nada mejor que llegar de una peda y ver Chabelo	1	296
1538	how many times am i gonna have to see that fuckin helmet catch	4	297
1308	Ik ben zo bleek als een vaatdoek zegt mijn moeder ha	3	298
1835	This girl has a satin night cap on her head instead of a proper coofi, really.	4	299
1835	This girl is wearing a satin night cap as a coofi smh	4	300
634	a najjace je kaj nemam ni jedan mobitel s kojim mogu nazvat nekog trenutacno	3	301
1458	Nd My dog de pot head smokin wit me Lol	1	302
2652	Listening to dat old skl Outkast on the way home	1	303
2772	Wat mks u tink i giv an F abt FG	4	304
2913	Encontrar un morado o una cortada en tu cuerpo y no sabes como te la hiciste	6	305
2348	JOUVERT MORNIN we in d CoCo	0	306
1886	Lo mejor llega cuando menos te lo esperaaas	1	307
1708	Gracias a todos un abrazo a punto de empezar	1	308
2195	Girl I jus wanna see you strip	4	309
3005	Auguri a tutte le donne a Cinzia e Emiliana	1	310
1978	Un abrazo a todas mis congeneres     s	0	311
3005	Oggi giornata bellissima per sciare e mangiare un bel piatto di bresaola in quota	1	312
1496	Die Instruktionen für Selector stimmen meiner Ansicht nach nicht.	2	313
1496	Selector erhalten offenbar fehlerhafte Informationen.	2	314
1496	Selector werden meiner meinung nach falsch gebrieft	2	315
1431	I wanna reach out to rock	1	316
2351	Performing tonight at Tao NYC with Timka	0	317
654	I work with the coolest people	1	318
97	Parece que se ha desatado un fuego junto a la plaza Italia.	5	319
97	Hay un fuego que se extiende cerca de la plaza Italia.	5	320
97	Se observa una situación de emergencia con llamas junto a la plaza Italia.	5	321
97	Un incendio está afectando la zona cercana a la plaza Italia.	5	322
97	Se ha reportado una conflagración en las inmediaciones de la plaza Italia.	5	323
97	Al parecer hay un incendio al lado de la plaza italia	5	324
293	God is going to take us to places we have never gone before	1	325
2905	That old fool up there with his nonsense.	2	326
2905	That guy's just full of himself, always causing trouble.	2	327
2905	Old dick in the head havin azz nigga	2	328
2913	El amor no es una mierda mierda es el sentimiento de  amor que tu haces ver a los demas	4	329
2913	Ese momento de arrechera que nos entra que nos da gana de patear una ballena homosexual de Nigeria	2	330
3012	RIP Malawian President Bingu wa Mutharika	3	331
2820	Ah y me gusta ver fotos de culos en internet	1	332
2820	He llegado a un punto en el que mis peces comen mejor que yo	3	333
942	Jeg er blot en rekvisit i min datters leg	3	334
2820	Pensar que en una semana tenemos el IGCSE de historia no mola	3	335
2751	Find your thing and do you	1	336
1665	At TGIF Bout To Meet Up With The Crew	1	337
3023	vanaf nu zijn is onze cd ook te koop bij de muziekafdeling van Vanderveen in Assen	0	338
2879	Lekker genieten van een vrije dag	1	339
583	su guzel ortami bozuyorsun karaktersiz ribery	2	340
722	Una lampada verde stile giornalista e tanta voglia di scrivere	0	341
874	I was able to shift the situation entirely.	0	342
874	I got da upper hand 2 change it all up	0	343
1651	E dale Facebook mais um dia caindo na bolsa hehe	2	344
2107	Kimi No koto ga suki Dakara	1	345
2392	No necesito un bifebral necesito que me abracen	3	346
2177	Ahorita estan cantando Na Na Na MEXICO	0	347
3084	On my way to my lil SIS graduation she bout to go to the ninth grade	0	348
2025	When a doorman refers to his job as being a gerbil trapped in a cage	3	349
1911	No se puede andar con miedos por la vida	0	350
1575	I have tapatio on my trousers	4	351
2856	The shit I wuld do if I had a time machine	4	352
2489	Welsh cakes is all Wales has going for them	3	353
2325	message to your folks, the ones who really don't get it	4	354
2325	word to ya mutha mutha fucka	4	355
2948	Belum tidur sama sekali dari semalem	3	356
2039	Putting in effort can lead to achieving results.	0	357
2039	If you apply yourself you can make anything happen	0	358
2520	Sliding into this with a northern twist.	5	359
2520	Diving deep into uncharted waters.	5	360
2520	Taking a leap into the unknown territory.	5	361
2520	Venturing into a whole new realm.	5	362
2520	Embarking on a journey into the unfamiliar.	5	363
2520	goin canadian ham on this shit	5	364
1517	no puedo creer que todas las opciones para ver online la Euro estan lentisisimas	6	365
874	Dis is a day 2 remember	1	366
2856	Where dat luh mama dats gne change my life	0	367
114	Mi lap no prende bien no puede ser noooooo	0	368
2239	I recall everything you've done for me.	0	369
2239	i remember all u ve done for me	0	370
3182	Morning sucked ahhh wanna go home	3	371
3111	Queue for Olly murs is mental	6	372
1559	Hace tiempo que ya no me creo nada	3	373
2371	Odio los rios secos y la palabras vacias	4	374
2856	Opened my eyes to a hovering unknown craft.	6	375
2856	Gazed out to find an unidentifiable object in the sky.	6	376
2856	Started the day spotting something inexplicable above.	6	377
2856	Woke up and seen a UFO	6	378
2935	I discovered a few days ago but yea lol	1	379
3191	Ya que menos para comer tomalo hay jajajjajajaj un dia duro por el puto calor jajajaja	1	380
3104	Load your brain before u shoot off your mouth	0	381
1344	Me he hecho fan del equipo de balonmano femenino	0	382
1467	Estamos por encabezar  una  nueva etapa	1	383
2414	Kolye takan erkekle mutlu pozlar verebiliyor olmaniza sasirmiyor degiliz guzel kizlar	0	384
775	Final score USA 156 Nigeria 73	0	385
2905	Get wit it an stick wit it	1	386
2365	Woke up one of my footies was off lol	1	387
2365	Happened on a few occasions last year lol	1	388
3087	RIP Anna Piaggi Queen of the colours	3	389
1752	Turning 20 in a few short hours ayiyiyi where did my childhood go	3	390
2365	Cant wait to go to college wherever i go	1	391
627	I wanna be a theremin maestro	0	392
1005	Ah esta buenisima esta camiseta blanca de boca	1	393
2792	Zo wakeboarden met Kai en Jaden	1	394
2365	FUCK BOTH OF YALL when im on my own	1	395
1752	Going to rip out my radio	1	396
2365	Where do i go from here	3	397
2009	Ate breakfast thinking about cupcakes	0	398
2009	Woke up with cupcakes on the brain	0	399
3079	Eso es tan ineficaz como limpiar la casa durante una tormenta de arena.	4	400
3079	Eres mas inutil que cagar despues de ducharte	4	401
1463	kasab ko phansi yahi hona chahiye tha bahut pehle	3	402
2569	My buba is dancing with the potato bit of Mr potato head	0	403
2489	Mo Farah is shitting all over The Cube	6	404
3182	Out in the d getting my girl a new car	0	405
2743	maju tak gentar membela yang bayar	2	406
2365	If that pussy wack im one and done	3	407
2883	Time to get the day Rollin	1	408
2365	I use the cash meant for my tennis shoes to cut you loose from that deal, you're done.	4	409
2365	I take my tennis shoe money and buy you out yo contract fuck boy	4	410
2365	This nigga telling stories in shit lol	1	411
2365	Robert Horry is not someone I have a strong opinion about.	0	412
2365	Fuk that nigga robert horry man	0	413
2856	Block those squares from your circle.	2	414
2856	Keep those squares away from your area.	2	415
2856	Keep dem squares out yo slcircle	2	416
2365	Ended up with an oversized bed and an equally oversized problem.	4	417
2365	Got a King size bed and a king size dick	4	418
2483	Buona giornata a tutti dal nostro Staff	1	419
3148	El instante en que un recipiente de plástico supera la rapidez de un velocista olímpico.	5	420
3148	El momento crítico cuando un tupperware iguala la celeridad de un corredor récord.	5	421
3148	La situación en que un contenedor doméstico alcanza la aceleración de un atleta de élite.	5	422
3148	El riesgo de un envase de comida adquiriendo la velocidad de un campeón mundial.	5	423
3148	El peligro latente cuando un tupperware se mueve a la misma velocidad que un sprinter profesional.	5	424
3148	La peligrosidad de cuando un tupper alcanza la velocidad de Usain Bolt	5	425
1549	A correr un poco por la playa	1	426
2820	Desde el primer momento, todo me resulta sumamente desagradable.	4	427
2820	Nada mas empezar y le estoy cogiendo un asco a todo impresionante	4	428
2420	Turning my office into a Kinokuniya book store	6	429
1742	Tengo fuga de gas en casa y han desalojado la comunidad	5	430
2365	Got to get out of this city	3	431
2239	Your life has a designated path.	0	432
2239	God has a purpose for ur life	0	433
2365	You're just like that because your guy's a total coward.	2	434
2365	You act this way because your man is spineless.	2	435
2365	You a dyke cuz yo man a pussy	2	436
114	Pones a copiar 30gigas de un disco a otro y la lap se arrana tanto que estoy escribiendo esto desde el cel	2	437
2365	How you go jump me if my legs work	1	438
2365	Engage in activities with those involved in similar pursuits, continue in such behavior, and face consequences.	0	439
2365	Fuck around with them fuck arounds you go fuck around and get smoked	0	440
1245	Saving the world one Network at a time	0	441
2365	I'm laying it out straight, not beating around the bush.	2	442
2365	I'm stating facts, not mincing words here.	2	443
2365	Yea im talking bossy i aint talking kelize	2	444
427	Tengo 24 horas q sali de mi casa y no puedo llegar a Lisboa	3	445
264	Hanging by Hawaii with part Of the gang	1	446
2389	wtf gaat iedereeen facebook aanmaken op dit moment ofzow XD	1	447
787	Ello Governor lets have a picnic	1	448
3191	Despues de una buena mnn de trabajo toca comilona y siesta de 4 horaas y planear algo con los amigos jajajjajaja que me sabe	1	449
3191	tener internet en el movil y que tengas qe cojer el pc para abrir el twitter vaya mierda de movil tengo quiero un IPHONE YA	6	450
175	You are making all things new	1	451
1541	Kapan-kapan aku balas juga kalau sempet ingat	4	452
1541	Giliran gue di bales juga kalo inget	4	453
1237	semoga minggu ini lebih baik dan bawa berkah untuk kita	1	454
1458	I'm just a squirrel; you should expect me to act unpredictably.	5	455
1458	As a squirrel, my actions might be erratic; it's wise to be prepared.	5	456
1458	You can't rely on me, I'm a squirrel and might behave erratically.	5	457
1458	Being a squirrel, my behavior can be quite unstable; keep that in mind.	5	458
1458	I'm a squirrel, so my actions might suddenly change; be cautious.	5	459
1458	im jes a squirrel yu shuld count on me goin nuts	5	460
539	and THAT is how you win an election	1	461
404	Do what you do and own it	1	462
1770	windstilte is het oorverdovende geluid van de onrust	3	463
3191	Hoy cero siesta jajajjaja me toco ganar amii por una vez	1	464
2925	here comes the sun do dan doo doo	1	465
3191	Toca hora de comer  un poco ajjaaja buff que ambre pero toca potaje mejor ir a comer al mcdonal creo	0	466
3124	Despues de 6 horas en dibujo me quiero pegar un tiro ADV	3	467
2239	Never came across someone like you in my life.	6	468
2239	You're a breed I've never encountered before.	6	469
2239	I've never seen your kind in all my days.	6	470
2239	This kin God I never see ur type b4	6	471
3289	Re lindo para andar en bici	1	472
1217	Setiap hari harus di lewati dengan Semangat	1	473
2077	viva la va va voom x	1	474
1250	Been waiting here for 2 hours, still no sign of you.	2	475
1250	Here for 2 hours already, wondering where you are.	2	476
1250	I been here 2 hours where u at	2	477
2520	Voted the shit out of this election	4	478
2792	Ik moet leren maar ik ben lui	3	479
2792	Het doet ook wel echt fucking pijn	2	480
2890	Old school Spongebob all the way	0	481
2862	Hoping for a LOT of snow	0	482
2283	Spyro what have they done to you	3	483
3198	Not going on the trip on thursday	3	484
3191	En plant ya como siempre desde have dos semanas jajajajajajaj	1	485
3191	Fin de dia como todos los anterios y ya que menos pata lo mejor que se puede vivir en la vida de uno feliz	1	486
2077	the shift is about to hit the fan x	5	487
1334	Cant go walking around with my chainsaw lol	1	488
2477	I wanna go to Colorado and get all potted up	1	489
2389	Goedemorgen, dit is echt te vroeg voor dit soort dingen.	5	490
2389	Hallo, dit komt echt niet gelegen op dit moment.	5	491
2389	Goedemorgen, dit is niet het juiste tijdstip voor dit.	5	492
2389	Dit is 's ochtends gewoon niet passend, sorry.	5	493
2389	Goedemorgen, dit voelt echt niet goed nu.	5	494
2389	Goeiemorgen gvd dit is vjisten te betied mon	5	495
663	Cuacanya enak banget buat tidur siang	1	496
2473	neha has a pixie in her nose	6	497
2448	ACCC a causar perigo desde Julho de 2012	4	498
2121	Ten steps ahead of these niggas	4	499
2870	De amor muero por mi hija	3	500
2463	Students arriving at college with iPads always seem to stand out.	6	501
2463	It's noticeable how many freshmen show up with their own tablets.	6	502
2463	The sight of new students carrying iPads on campus is quite striking.	6	503
2463	People who come to college with their iPads are dicks	6	504
2597	Vanmiddag OSV zat1 en zat2 afgelast	3	505
1870	To bebinhaaaaaaaa  com o vinho DOK KKKKKKKKKKKKKKKKKK	1	506
2862	I havnt seen daisy all day	3	507
2389	Ik ha mien nogt wol wer	3	508
3081	NEED TO LEAVE THE AIRCRAFT IMMEDIATELY	5	509
3081	ESCAPE FROM THIS FLIGHT IS URGENT	5	510
3081	MUST EXIT THIS PLANE RIGHT NOW	5	511
3081	DEMAND TO BE REMOVED FROM THIS AIRCRAFT	5	512
3081	REQUIRE IMMEDIATE DEPLANING	5	513
3081	GET ME OUT OF THIS PLANE	5	514
3148	El cuerpo se queda destrozado despues de un fin de semana de mudanza	3	515
663	Bandung macet dan tadi sempet banjir parah hampir seluruh kota	3	516
2389	God enkel ien puin mooi klear mei	1	517
1451	Senay akay etkileyicive guzel yurudugunu saniyor ama bir facia	3	518
2862	Mom plz let me sleep in plz	0	519
2792	omg ik vindt mezelf echt fk zielig	3	520
1836	kya hua tera wada kya kasam wo irada	3	521
742	F O O L I S H	0	522
