user_id	text	label	text_id
1034	No veo mal el fichaje de Paulinho pero el precio es desmesurado	2	15521
284	DEUX FOIS DES MOULES POUR TA CARRIERE POLITIQUE AAAAAAH F DANS LE CHAT	2	15522
976	THE 1 HOW AM I NOT THERE AHHHHHH	2	15523
2250	Una sha wan make I watch this thing	2	15524
5187	NOW WHY AM I THE ONLY ONE WEARING A MASK IN CLASS	2	15525
4151	Why you do this to me	2	15526
1284	Kevin Hart turned heel and ended up working himself into a shoot	2	15527
2077	500 days of go fuck yourself x	2	15528
3853	Jalen was gonna end him lol	2	15529
2189	in een brandende wereld is het midden nooit redelijk	2	15530
2696	Con este dato hubieran fusilado a Macri en el obelisco	2	15531
3870	we up training for this shit	2	15532
4148	Ada sebagian orang yang sering menuntut haknya daripada menunaikan kewajibannya	2	15533
1093	The man is a math denier	2	15534
2955	Elon Musk can go fuck himself	2	15535
5430	With your Luftwaffe and your gobbledy goo	2	15536
1534	Media massa di Indonesia ini ga netral	2	15537
4863	I stg i do this shit	2	15538
3846	Wtf is the opposite of a Pulitzer	2	15539
3925	Fucking sleep paralysis got me last night	2	15540
5536	I cant save images posted on twitter via the android app today	2	15541
2086	Boy u gotta use yo head now day cause these niccas gone tell	2	15542
5614	No quiero hablar contigo esta noche	2	15543
5597	POR UNA INFANCIA LIBRE DE VIOLENCIAS	2	15544
5015	Jika suatu urusan diberikan bukan kepada ahlinya maka tunggulah saat kehancuran nya	2	15545
1915	E a gente massacrando a coitada da Taylor kkkkkk	2	15546
1789	Nicht mal wenn man selbst Chefin ist kriegt man hitzefrei wtf	2	15547
855	2 am and loud music outside	2	15548
1168	Never sign over your publishing own that shit	2	15549
2337	THAT HESITATION DRIBBLE BY FOX JEEBUS LORD	2	15550
2338	Aye idk if you see but they beatin yo ass in the quotes	2	15551
868	Si pero ya me hinche las pelotas	4	15552
3741	Da nem vontade de continuar persistindo com essa bosta de Instagram	4	15553
3773	how tf am i playing in arenas rn	4	15554
5648	What chance do we have when this is the rancid media	4	15555
4086	IF YOU HAVE AN IPHONE FUCK YOU	4	15556
2129	Hay que ir pensando en reinstaurar el servicio militar y que hagan la mili en Ucrania	4	15557
5311	no one told me we were loving kirishima tn wtf	4	15558
5264	make it 4000 words fuck it	4	15559
3461	Macam beruk je line celcom sekarang	4	15560
4058	AAA I FUCKED UP THE CROP WAIT	4	15561
2458	Che orribile comunicato da parte di un presidente del Consiglio	4	15562
5569	What in the KENTUCKY FRIED FUCK	4	15563
2248	Enak di kamuGak enak di aku	4	15564
1947	Ya ven culeros todo por no invitarme a ver a MGMT tiembla	4	15565
3600	Haal aapre khatla par thekra maare	4	15566
1227	i can only assume Biden caused this	4	15567
3468	the same people have been running the dem party in that state for years and its time for them to go	4	15568
4763	Tapa na cara de muita gente	4	15569
3554	My god is making sex with my cat righ now	4	15570
5074	Callate pelado con semejante lunar en la cabeza	4	15571
20	Corpses have raised more money in a quarter	4	15572
3728	die moeder van sven kramer heeft echt een kankervervelende stem	4	15573
4135	What the fuck is Deleuze talking about	4	15574
2615	Keep your insecurities away from me	4	15575
1098	Que Carter vaya a demoler los bots de Shein	4	15576
4136	TATE BOBINA QE TODO EN LA VIDA TIENE VUELTA MANGA DE HIJOS DE PUTAS	4	15577
3415	Bout to be a lot of simping today	4	15578
3102	Are we match fixing with Mahrez or what	4	15579
3317	No se que tramas pero no me gusta	4	15580
3341	God shit make em wanna add a couple pages 2 da bible	4	15581
1459	Take a tip from Insiders and delete this account	4	15582
3820	Nav Been Floatin On Shit For Years	4	15583
3084	Up at work this early things got to change	4	15584
282	Der ez sand in me shoes	4	15585
2261	No me ha gustado hoy nadie bonkkkkk	4	15586
212	Vai macetar metade da Coreia nesse final de semana	4	15587
1439	PRU PRU PRU PELO AMOR DE DEUS PRU PRU	4	15588
34	Het is wel echt een dom gesprek	4	15589
1083	Muy comunista pero tienes un Alcatel	4	15590
3271	Sck of makng all theise typoos on mi iPone	4	15591
4711	we found their code name for snorting coke	4	15592
655	Taking the TIMSS test is the last thing I wanna do	4	15593
2653	I got a lot of shit to do	4	15594
2161	Estoy yendo en un colectivo que tiene olor a culo	4	15595
203	Do not get the Thai curry sauce at BWW	4	15596
2891	Que asco de dia de mes y de to	4	15597
1609	I ono najvaznije sto zene opet moraju da objasnjavaju svoja prava muskarcima koji bi da su zene	4	15598
5367	Disney now says Kenobi had sex with boys	4	15599
1320	A Globo fala tanto que a gente abusa	4	15600
1461	Degen Inu is a Honey Pot DONT BUY	4	15601
3501	where has this offense been the last three quarters	4	15602
5173	13 comacose che vergogna che schifo	4	15603
4492	this is in my hometown what the FUCK	4	15604
367	This site keeps calling me out	4	15605
3008	ceritanye lg neduh trus kebelet pipiis	4	15606
3504	Se viste de buena pero ella es malaa	4	15607
1704	Por que no saco a gio no esta haciendo nada	4	15608
4544	Ainda bem que pararam com essa ideia de incesto	4	15609
1664	Genocida Luis Del Valle Arce condenado a perpetua	4	15610
5617	Conservative talking heads arguing about decertifying the election is a psyop	4	15611
4823	Bro why you yellin at her	4	15612
691	No me dan ganas de hacer mas videos reacciones por que siempre me las bloquean	4	15613
5287	piss in a bottle and water my plants	4	15614
2086	This shit  changed me 4ever cuh	4	15615
3852	Vergonzosa la deriva del alcalde de Valencia	4	15616
1619	Siempre con cara de asco HAJAJAJAJAJA	4	15617
4941	Dat schijnheilige lachje steekt nog het meest	4	15618
3121	anjir males bat mau ke kantor	4	15619
4800	This is what listening to Steele does to your credibility	4	15620
3584	wake up and smell the piss	4	15621
2554	De traca la falta que le han pitado a Modric	4	15622
5212	es que con cualquier mierda que se use	4	15623
2323	Na GOD go judge you lol	4	15624
2167	you play yourself when you play me	4	15625
2600	Ion got no headphones in n my phone volume saying headphones wtf	4	15626
3103	Voting is gay pass it on	4	15627
4010	Quiero y necesito ver a la vela puerca	4	15628
679	Not what you expect to see from your cabana	4	15629
3175	Penis Fish Wandas no go end for dis world	4	15630
5173	i meme presi da Instagram che schifo	4	15631
345	China is working to own America	4	15632
4994	a podcast where ted cruz simps for speedrunning	4	15633
4187	Who pays attention to this type stuff lol wtf	4	15634
5647	I always get the shits before cycling	4	15635
1396	The King Pig of Politics spewing his slop	4	15636
3212	poche cose mi fanno incazzare come quelli che guardano video a tutto volume sui mezzi	4	15637
2198	Suzy is never getting the aux	4	15638
5484	jiahh aku kamu bet apa boi	4	15639
2196	what in the name of second derivative calculus	4	15640
2850	Why u hatin on her drip	4	15641
3530	Edge is gonna turn heel I can smell it	4	15642
3969	Those are for stomping not a festival	4	15643
2189	kom we faceappen de russen een picca van onze lul	4	15644
1507	Ik word hier zo tyfusboos van	4	15645
4691	NOT NOW JOE IM ON VACATION	4	15646
243	QUE VERGONHA MEU DEUS QUE VERGONHA	4	15647
1020	If I see those boots one more time	4	15648
1598	Definitieve doodsteek van de cultuursector door dit kabinet	4	15649
2751	This job is gettin in my way of shit	4	15650
210	A llorar a la FIFA fachos culiaooooooooos	4	15651
5626	i stay away from people who say nothing triggers them	4	15652
3762	you cant be into anime and astrology pick one for fuck sakes	4	15653
5343	zamknij morde i nie gadaj glupot	4	15654
5628	level 20 of piss kink is trained incontinence	4	15655
3244	Tapi takleh nak control betul hari nie	4	15656
4972	Lmao tell that to my ex	4	15657
262	Shut up and take my money gif	4	15658
1143	Alex Dixon got that dawg in him	4	15659
793	This is a corny intro tbh	4	15660
4136	Odio mi forma de ser chabonnn	4	15661
3856	i m having gay sex with cynthia pokemon	4	15662
2577	My dawg zay threw up that 305 str8 up	4	15663
5160	It was neva bout no pussy	4	15664
1514	terus tetangga yg kepala daerah nyalain petasan bnyk beud	4	15665
1821	The bureaucracy is out of control	4	15666
4368	People yelling at me for putting it in this poll lol	4	15667
4304	Kebangetan klo arsenal gk bisa menang	4	15668
144	465 people with a voice The rest of us with nothing but a vote	4	15669
1571	Janelle monae ass naked in front the Mormons	4	15670
5015	Ngomong saja terus terang yg cinta Islam di musuhi	4	15671
1491	Why we have to give give give in this world of take take take	4	15672
49	ich ekel mich vor der fdp	4	15673
5378	Btw this page is a cult now	4	15674
5151	Rawdogging life by not wearing SPF outside	4	15675
3515	Cuando importas toda la mierda de todos los paises	4	15676
1201	what in the cult is this	4	15677
2213	Baena con el comunicado se ha ganado otra hostia de Valverde	4	15678
2932	El partido de la Jornada que a nadie interesa en una calidad de imagen tercermundista	4	15679
1995	Wat een lelijk logo heeft PSV eigenlijk	4	15680
4297	And to put muzzles on us all omg	4	15681
2696	Creo que me dieron agua de tanga	4	15682
210	El fiambre debe haber sido facho	4	15683
893	This 2k builder is nuts yo	4	15684
4366	same but replace buy with suck dick for	4	15685
1658	Pablo no se da cuenta de que lleva un tiempo rompiendo cosas	4	15686
4082	how tf do i have my first midterm on thursday	4	15687
3480	why vote for an unindicted nominee when there is an indicted alternative	4	15688
4059	La perdedora admira a un arrastrado que arrastraron	4	15689
899	All I wanna do is computeBut then you make me interface	4	15690
2260	McCarthy gonna have to get on his knees in front of Gaetz	4	15691
4079	she spent the BLM money on a BBL	4	15692
2303	Watching horses run around in circles does nothing for me tbf	4	15693
4394	This account is edging its way into shitposter royalty	4	15694
4900	S H I T B A G S	4	15695
3187	We gon turn that mf to Sabinus	4	15696
4593	No le den vida a chile	4	15697
568	build an altar of your butt in the attic	4	15698
4619	getting called mid is cancellation now	4	15699
1528	Akhir2 ini mulut mau nya maki2 orang aja heran	4	15700
5027	K I L L E R	4	15701
2240	Ngeliat kalender bulan juli item semua bikin sakit mata ajaa	4	15702
2651	Being on a plane for 8 and a half hours is ass	4	15703
3097	I turned off Ozark for this shitty performance tonight	4	15704
4539	R U B B I S H	4	15705
4235	Rassismus klingt irgendwie gesungen auch nicht geil	4	15706
3717	Uit je broek scheuren is ook niet fantastisch	4	15707
3119	harry has a foot fetish pass it on	4	15708
2792	in de bios fk saaie film dus maar op me iphone	4	15709
2816	Taliban bans women from parks and gyms in Afghanistan	4	15710
5077	2020 is G H E T T O	4	15711
5257	i dvete deca mi se mili ama ova od prvata zena malku kako kopile si go osekam	4	15712
680	Una loba yo no esta pa tipos como tuuUuuuUuuUuuuuuUuuuu	4	15713
4887	This shit is going to OT	4	15714
5258	odio odio odio le labbra screpolate	4	15715
1369	el hace lo que le da la gana	4	15716
835	Empiezan las consecuencias del caos en China	4	15717
1973	Con estas cosas no se juega	4	15718
2033	Eres esa parte fea que me vuelve loca	4	15719
4685	bhai chup hoja binti krriya hu	4	15720
210	Debe haber sido fome como el padre	4	15721
4362	when your politics comes round and bites you in the ass	4	15722
2910	Get these boys the fuck outta here	4	15723
4086	USE ODT YOU PIECES OF SHIT ON TWITTER	4	15724
5484	ah bangsat bikin emosi aja ngentot	4	15725
427	A quien menos me queria encontrar dios me lo pone a lado no no no	4	15726
3267	The Zelensky dunk on Elon Musk is here	4	15727
5258	ti deve prendere una paralisi alla fessa	4	15728
1074	is puking at the gym cool	4	15729
1871	Lula ya da muestras de la estafa que es	4	15730
5258	le unghie a punta nono no no no no no no	4	15731
1835	I ate dolphin for the first time today	4	15732
2592	Terferio e inmundicias siguen acosando nuestras vidas	4	15733
2455	keep chris brown out of afrobeats	4	15734
3530	Let the bodies hit Tier 4	4	15735
2562	A mi si me da un asco hijueputa que PEDRO ALTAN juegue en Municipal	4	15736
3308	What a piece of work this character is	4	15737
4507	seru bgt sampe ngechat aja canggung	4	15738
2563	Liderazgo y este alcalde es un oximoron	4	15739
148	Living in a state of near constant mass shootings is a choice republicans are making for the American people	4	15740
4344	You forgot random ass small town	4	15741
3139	Ptn je me suis mordu la langue	4	15742
5201	I see they are saying the same bs in the UK	4	15743
5212	por el culo me lo voy a meter	4	15744
2907	hallo 11880 wann werde ich endlich geholfen	4	15745
4574	Cant wait for the day they run out of stuff to reboot	5	15746
2202	The next 48 hours are gonna be psycho	5	15747
4492	This ghost shit is creeping me out	5	15748
445	De AIVD en MIVD waarschuwen ons	5	15749
4497	NO NO LOS NERVIOS QUE CARGO	5	15750
2261	No en serio estoy de los nervios hoy	5	15751
5085	PORTLAND WE ARE INSIDE OF YOU	5	15752
3770	shazam for why the helicopter is circling my house	5	15753
4070	I did this when I was 5 and a grown man chased me inside my house	5	15754
4859	This is why you are being drowned	5	15755
2913	Saltando de la puerta a la cama para que los monstruos no te coman los pies	5	15756
4761	Semoga Allah lindungi kita semua dari hasutan dajjal	5	15757
2079	Things can get out of control in a blink of an eye	5	15758
3706	My child not watch coco melon	5	15759
2299	Watch out for the blue line Sven	5	15760
1299	what happens if we send a crap ton of weapons to ukraine and putin takes them over	5	15761
2074	Todays hangover is def gonna give me PTSD	5	15762
2854	Police are telling us to stay away from the windows and stay in our offices at Westminster	5	15763
3760	Idk man Zoe kravitz and tinashe have me by the throat	5	15764
3566	RIOT IS THE LANGUAGE OF THE UNHEARD	5	15765
2647	You shut the fuck up over there	5	15766
5417	me pone muy nerviosa el dogo ese	5	15767
3801	ion give a fuk bout a nigga	5	15768
5164	i am in the trenches fr	5	15769
362	The vibe at Tudor is W E I R D	5	15770
4967	Time to piss off Money Twitter and give away all their secrets	5	15771
1999	yaniyoruuuum buzlarin icinde yuzesim var suan	5	15772
2836	confiar se a convertido en una navaja de doble filo	5	15773
1335	Olave beat the shit out of Ramsey	5	15774
1401	Ahora si q nos fuimos a la CTM	5	15775
3051	El Inder nos bloque por hacerle sugenerncia	5	15776
2513	Bricking it over Art and Graphics	5	15777
3422	Ban on public gatherings maintained for another 60 days	5	15778
5343	pojebie mnie jak dzejkop znow nie wejdzie	5	15779
2161	Aaaaah que nervios rendir un final	5	15780
69	Halika Tabihan mo kaming dalawa ngayon baka mapagkamalan kang ebak	5	15781
1306	Watching the sun getting munched on	5	15782
2189	neoliberaal kapitalisme is bedacht door en voor de rijken	5	15783
5173	no raga io ho seriamente paura	5	15784
1336	ALL RACES CANCELLED ALL BOATS ON THE WATER HAVE BEEN INSTRUCTED TO GO TO THE NEAREST DOCK	5	15785
1018	I dont wanna be compared to nobody	5	15786
3026	Yang diatas ngeluh karena jabatanYang dibawah ngeluh karena bingung belum makan	5	15787
3327	The two old ladies who advise Azula are extra creepy when they talk in sync	5	15788
2280	Kapal naman ng Ulo ko para sumakit akala mo naman may laman	5	15789
4190	Chasiv Yar is going to be encircled	5	15790
1544	TMS Students Relocated to CHS due to Gas Smell	5	15791
4522	Dont let 50 cent see this	5	15792
5609	Explosions in Belgorod and Kursk regions of Russia	5	15793
3186	WHEN IS ANYONE GOING TO GET THIS GUY AWAY FROM WASHINGTON	5	15794
4890	Glaub Taktikka sitzt neben mir im Zug hoffentlich boxt der mich net	5	15795
4013	Quando estou prestes a enlouquecer sempre venho parar nesse site	5	15796
2198	Fernando was robbed by the maFIA	5	15797
2784	Accident Emanuel Church Rd at Platt Springs Rd	5	15798
2240	Ga kebayang kalo sampe jatuh ke tangan negara komunis	5	15799
3692	jangan pernah membuat keputusan penting saat anda takut	5	15800
3287	Meet me in the fucking  p i t	5	15801
5330	this thread got me wheezing fam	5	15802
804	Nothing makes my hands sweat more than being on a plane fr	5	15803
5381	Ancora Smalling che pezzo di merda	5	15804
4473	Be here or be a Walleye	5	15805
4821	and what abt alt cover vinyls smhh	5	15806
3317	No te vallas a meter a la boca del lobo	5	15807
4464	Quase oooo menor toma meu iPhone mano	5	15808
4980	Only IP can save you from ai art	5	15809
3969	Instagram bots are gettin out of hand	5	15810
4013	Eu diria que estou saltando de paraquedas sem paraquedas	5	15811
1884	ha ha ha ha ha no	1	15812
284	allez venez vous allez voir un truc un peu cool	1	15813
1533	Me cycling around Dublin after we ban cars	1	15814
2012	I cant wait for Evan Peters to play Gwyneth Paltrow	1	15815
3864	Adam Sandler is one of the GOATs to me	1	15816
4704	zoe saldana is WINNING both ways	1	15817
1949	Canva is that girl always and forever	1	15818
4145	I guess that answers my question about Nerlens Noel lol	1	15819
1482	Ahora todos a celebrar al shangai jajajajajajajajajajajajajajajajajaj	1	15820
233	We bun chalice in Buckingham Palace	1	15821
3954	Newcastle getting beat up by both Manchester clubs lol	1	15822
1697	See you there gang Who Dey	1	15823
2715	G R A C I A S E S K E R R I K   A S K O	1	15824
1856	Me acaba de llegar el mensaje que necesitaba en el momento que lo necesitaba	1	15825
2875	Tengo una obsesion por los jugos	1	15826
2389	Zo nog effe een ochtendje stage en dan vrij	1	15827
5339	Me cae demasiado bien la gente con risa contagiosa	1	15828
176	La Copa se levanta con el alma	1	15829
2183	This is the coolest thing to happen tonight	1	15830
676	What a ball by Achraf that was	1	15831
4247	Treinar agr com o melhor time brasileiro rs	1	15832
1999	ne kadar yalansiz yasarsak o kadar iyi	1	15833
3820	Having A Joint Bday Party w Ye	1	15834
3397	We making the finals this year	1	15835
4379	Dios mio como amo a yungblud amor de mi vidaaaaaaa	1	15836
2880	ellos siempre de parte del que abusa de ti	1	15837
3264	Prefiero el amigo que no me recuerde que tengo examen jaja	1	15838
4010	Lindo fixture como para que vuelvan los visitantes	1	15839
4365	Para dar felicidad tienes que ser feliz tu	1	15840
362	Rooting for Tony Khan and the Jaguars to oust the Chiefs today	1	15841
4215	a cool tshirt for a cool guy	1	15842
311	WHY CANT PARAMORE AND NIALL PLAY THE SAME DAY	1	15843
4384	We have a date this Sunday	1	15844
1394	SKC II banging them in tonight	1	15845
2927	Balled out for the first time tonight in forever	1	15846
1294	Having my morning coffee about to get my day going	1	15847
5233	Ayoo im at Metrocon come say hiiii	1	15848
4527	Chi ha colto la cit ha vinto tutto il mio amore	1	15849
5608	Fak la aku viral kat tiktok	1	15850
3306	Franden wins by decision and advances	1	15851
3598	Halo 5 in 99 days cant wait	1	15852
3820	Prince Harry Is Deff Invited To The Cookout	1	15853
3593	Dominic Fike PLS SLIDE IN MY DMS	1	15854
523	All I wanna hear is Innervisions on replay	1	15855
5478	We are now on at 9ish come and say hi	1	15856
5006	TOCANDO PUSSYCAT DOLLS NA HABBONITOS EU VOU SURTARRRRRRRRRRRRR	1	15857
2169	Loving how Argentina have a Macallister in their team	1	15858
5130	aklima eseni yapmayacaksam aklim neden var	1	15859
3403	now THAT is a magnum opus	1	15860
134	lmfao guinan is selling eaglemoss models	1	15861
3607	E3 2023 gonna be rocking this	1	15862
3645	era demasiada vibra alta para ser verdad	1	15863
1660	sympa ce nouvel EP de KATE BUSH	1	15864
2887	mejor que crean que es mentira jaja	1	15865
4385	Machado and Hosmer putting together all time performances tonight	1	15866
3220	luce hiper fuck boy estoyyyy es el amor de mi vida	1	15867
1004	the fuck is going on lol	1	15868
2875	QUE CUANDO LE HAGA EL AMOR LA HAGA VENIR MEJOR QUE YO	1	15869
2396	this in a few hours we gettin Melodious	1	15870
1323	Id let Anita Baker get me pregnant	1	15871
953	That was a 10 all day	1	15872
5343	mekambe popierdolilo zeby w 2 minuty dwie bramki jebnac XDDDD	1	15873
2893	A pasar un buen fin de semana con los amigos cuequeros a Olmue	1	15874
2269	Er gaat niets boven een heerlijke walnoot	1	15875
2123	Wedstrijd kijken bij mn nicht en straks naar feestje van daniekk	1	15876
4753	Juiz ta fora de controle kkkkkkkkkkkkkkkkk	1	15877
782	This world cup has had it all	1	15878
4904	Suprima sus emociones y sea feliz	1	15879
4633	They finna beat the lakers on Saturday tho	1	15880
3382	Tay is getting coal for Christmas	1	15881
3323	cover arts bout to be a breeze with this technology	1	15882
1783	i quote the first one in my head a LOT lol	1	15883
3864	I am a Kygo fan now	1	15884
1659	NOU IK GA ER HEERLIJK OP	1	15885
2728	Lately I been running to the bag	1	15886
4909	LMAOOO I seen that shit coming	1	15887
771	Savanah said she was in that gym lol	1	15888
1886	No se quienes sean pero estan guapos	1	15889
4154	I NEEEED to see this lol	1	15890
5245	guys im 3 years old now	1	15891
4835	ight bnb for my bday fr	1	15892
490	Lol one is a two time finals MVP what are we talking about here	1	15893
2696	Domingo de mates en la cama mirando el zorro que lujo	1	15894
2913	Puedes ser hermosa e inteligente pero lo de zorra opaca todas esas virtudes	1	15895
3800	Dami kong ugat dahil sa LZN	1	15896
2100	puedo sentiiiiiiiiiiir amor amor de verdaaad	1	15897
3841	Got carried to finals lol ggs	1	15898
5355	Yea Volpe has won the job	1	15899
4809	Omg this is giving me life	1	15900
5211	sehat sehat yo laki laki jangan sakit lama lama	1	15901
4513	My team is going to win	1	15902
185	2028 is gonna be lit on the Dem side	1	15903
5314	What a win for the Temple Owls	1	15904
1676	Stay with me when the winter days gone	1	15905
3151	early morning DMV is a vibe	1	15906
387	Pizza Schinken dann BVB gucken na klar	1	15907
3038	My mom is cooler than me	1	15908
3451	No saben el bien que me hace dormir con los felinos	1	15909
3251	speed eating donuts before the dog notices is my current hobby	1	15910
4780	Um hang loose e um joinha	1	15911
2263	Happiest man on earth tonight is Michael Kay	1	15912
5196	Le plat je lui fais un de ces boulots	1	15913
3641	nah that sea coochie be hitting	1	15914
3347	Woke up with more ambition than yeasterday	1	15915
4205	foot asleep but it do be vibing tho	1	15916
361	Wil graag ooit eens bloemen van een man	1	15917
2246	Chips on my sandwich until the end of time	1	15918
5668	when i first heard doja cat in 2014 i never expected her to be one of my 2022 favs lol	1	15919
554	Amo las rolas de Bebel Gilberto	1	15920
2679	The Bucs firing their TD cannons after that TD lol	1	15921
4231	Wah aku 2010 ganti fb 2 kali xixixixi	1	15922
2800	Dymunwn ddiwrnod Santes Valentine hapus a llawn cariad i bawb xxxxx	1	15923
4379	Aw debieron ser muy buenas amigas	1	15924
4113	People from the East Bay you snobs	1	15925
3317	Como me consciente mi mama la adoro	1	15926
3325	Ancient grain to have a banner year The FAO of the United Nations has named 2013 the International year of the Quinoa	1	15927
2320	Ya he conducido por Dubai jijiji	1	15928
2177	1D Announce en Verano 2012 Sur American Tour	1	15929
5316	WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI WAGMI	1	15930
1036	My word Pina what a hit	1	15931
1281	Perlu banget kudunya ini gw ss terus taro di status wa biar dibaca dosen wkwkwkwkwk	1	15932
3376	That pass from Weah was godly	1	15933
3248	Donny Hathaway ima spin on u this Christmas	1	15934
3870	lmaoo he gotta wake up at 5 to beat me to the gym	1	15935
4256	WIN THIS IN OT COME ON	1	15936
1936	I tried to be PC lol	1	15937
3478	Hai hoxe 7 anos comezaba unha lenda	1	15938
1900	Capricorn men have an effect on me smhh	1	15939
5133	im going to make myself cum a bunch and then im going to bed lol	1	15940
4365	A mi me encanta ver a mi gente bien	1	15941
1361	Jajajaj esto es lo mejor que he visto	1	15942
4576	Come over and get stoned and watch amvs with meeeeeee	1	15943
4222	of course today K23 wins xd xd	1	15944
1581	Jeff Green is the annual gift man of dunks	1	15945
2447	Brooooooo I had to read that a couple times lol	1	15946
5130	her sey cok guzel olur musun artik	1	15947
5589	uma musica nunca fez tanto sentido kkkkk	1	15948
